opportunity_id,account_id,lead_id,owner,product_id,estimated_quantity,created_date,estimated_close_date,stage,probability_pct,status,actual_close_date,actual_value_irr,lose_reason,estimated_value_irr
OPP00383,ACC0022,LEAD01048,E0172,P005,17,2025-12-31,2026-02-21,1-Qualify,0.15,Open,,,,138942205
OPP00384,ACC0002,LEAD01049,E0057,P017,39,2025-02-16,2025-03-13,4-Close,1.0,Won,2025-03-12,434786229.0,,433779538
OPP00385,ACC0046,LEAD01052,E0119,P002,23,2025-02-08,2025-06-27,4-Close,1.0,Won,2025-06-29,118545140.0,,125202767
OPP00386,ACC0021,LEAD01057,E0018,P009,19,2025-11-25,2025-12-20,4-Close,1.0,Won,2025-12-22,31761195.0,,31136006
OPP00387,ACC0021,LEAD01060,E0122,P012,24,2025-10-22,2025-11-12,4-Close,1.0,Won,2025-11-12,71755684.0,,74858202
OPP00388,ACC0059,LEAD01061,E0009,P002,6,2025-09-20,2025-11-08,4-Close,0.0,Lost,2025-11-09,,Timing / Postponed,31245023
OPP00389,ACC0039,LEAD01062,E0059,P007,16,2024-05-12,2024-05-31,4-Close,1.0,Won,2024-06-08,31402655.0,,33694194
OPP00390,ACC0051,LEAD01063,E0173,P016,44,2025-07-01,2025-11-04,4-Close,0.0,Lost,2025-11-11,,Price,483134465
OPP00391,ACC0063,LEAD01064,E0126,P017,7,2024-06-12,2024-09-21,4-Close,0.0,Lost,2024-09-25,,Price,83277862
OPP00392,ACC0017,LEAD01065,E0057,P002,116,2024-05-20,2024-06-12,4-Close,1.0,Won,2024-06-16,605780119.0,,645693641
OPP00393,ACC0041,LEAD01066,E0119,P013,26,2025-02-12,2025-04-03,4-Close,1.0,Won,2025-04-04,261187612.0,,252348466
OPP00394,ACC0070,LEAD01075,E0100,P014,16,2024-04-16,2024-06-07,4-Close,0.0,Lost,2024-06-09,,Went With In-house Supply,212159466
OPP00395,ACC0042,LEAD01076,E0009,P015,20,2024-07-31,2024-09-07,4-Close,1.0,Won,2024-09-13,397387173.0,,391717984
OPP00396,ACC0034,LEAD01077,E0009,P004,21,2025-10-08,2026-01-15,4-Close,0.9,Open,,,,154829228
OPP00397,ACC0055,LEAD01084,E0122,P011,4,2025-08-05,2025-12-22,4-Close,1.0,Won,2025-12-24,34003218.0,,37445982
OPP00398,ACC0017,LEAD01087,E0009,P016,20,2025-04-29,2025-06-05,4-Close,1.0,Won,2025-06-17,218616617.0,,209168861
OPP00399,ACC0040,LEAD01089,E0126,P001,31,2024-05-17,2024-06-22,4-Close,1.0,Won,2024-06-26,137833118.0,,137023193
OPP00400,ACC0059,LEAD01096,E0089,P016,76,2024-06-23,2024-08-01,4-Close,0.0,Lost,2024-08-05,,Lost to Competitor,796111660
OPP00401,ACC0036,LEAD01098,E0099,P010,9,2025-11-20,2026-01-04,4-Close,0.87,Open,,,,25640533
OPP00402,ACC0035,LEAD01099,E0173,P001,86,2025-12-11,2026-01-11,3-Propose,0.73,Open,,,,378373469
OPP00403,ACC0041,LEAD01101,E0100,P006,85,2025-11-05,2025-12-12,4-Close,1.0,Won,2025-12-26,133582071.0,,134161903
OPP00404,ACC0030,LEAD01104,E0014,P003,15,2025-07-14,2025-09-03,4-Close,1.0,Won,2025-09-02,88895428.0,,96237823
OPP00405,ACC0030,LEAD01106,E0059,P002,16,2024-12-17,2025-01-10,4-Close,1.0,Won,2024-12-31,77979130.0,,82471039
OPP00406,ACC0007,LEAD01108,E0096,P013,38,2025-06-02,2025-08-23,4-Close,1.0,Won,2025-08-24,353336003.0,,380269089
OPP00407,ACC0021,LEAD01109,E0032,P004,16,2024-12-01,2025-01-02,4-Close,0.0,Lost,2024-12-31,,Timing / Postponed,118445182
OPP00408,ACC0065,LEAD01115,E0059,P003,22,2024-07-22,2024-09-02,4-Close,1.0,Won,2024-09-08,134205665.0,,130606742
OPP00409,ACC0064,LEAD01116,E0028,P005,31,2025-04-23,2025-06-27,4-Close,1.0,Won,2025-07-02,273560209.0,,275234884
OPP00410,ACC0009,LEAD01118,E0009,P009,3,2025-05-27,2025-07-19,4-Close,1.0,Won,2025-07-19,4564237.0,,5002385
OPP00411,ACC0064,LEAD01122,E0009,P002,34,2024-04-09,2024-07-06,4-Close,0.0,Lost,2024-07-12,,No Budget,185007082
OPP00412,ACC0025,LEAD01123,E0148,P002,44,2025-05-14,2025-08-18,4-Close,0.0,Lost,2025-08-30,,No Budget,241296068
OPP00413,ACC0053,LEAD01124,E0173,P017,99,2025-11-24,2025-12-27,4-Close,0.0,Lost,2025-12-25,,Went With In-house Supply,1124270634
OPP00414,ACC0005,LEAD01126,E0126,P010,20,2025-09-21,2025-10-23,4-Close,0.0,Lost,2025-11-01,,Lost to Competitor,59621589
OPP00415,ACC0041,LEAD01129,E0014,P003,23,2024-11-03,2025-01-01,4-Close,0.0,Lost,2024-12-29,,Lost to Competitor,130839102
OPP00416,ACC0023,LEAD01131,E0028,P006,21,2024-06-07,2024-06-30,4-Close,1.0,Won,2024-06-28,29375769.0,,29393891
OPP00417,ACC0040,LEAD01133,E0100,P017,11,2025-08-23,2025-09-19,4-Close,1.0,Won,2025-09-28,122226894.0,,126309702
OPP00418,ACC0033,LEAD01138,E0085,P005,6,2025-02-24,2025-03-26,4-Close,1.0,Won,2025-03-22,52539124.0,,55289786
OPP00419,ACC0020,LEAD01139,E0122,P015,140,2024-05-29,2024-06-19,4-Close,0.0,Lost,2024-06-19,,Lost to Competitor,2518719988
OPP00420,ACC0034,LEAD01140,E0057,P013,16,2024-03-11,2024-04-28,4-Close,0.0,Lost,2024-05-02,,Went With In-house Supply,139840045
OPP00421,ACC0056,LEAD01141,E0018,P011,46,2024-04-21,2024-05-06,4-Close,1.0,Won,2024-05-15,413658356.0,,433915891
OPP00422,ACC0021,LEAD01145,E0009,P015,23,2025-06-12,2025-07-09,4-Close,1.0,Won,2025-07-08,377160706.0,,406984253
OPP00423,ACC0019,LEAD01148,E0126,P016,15,2025-05-15,2025-06-12,4-Close,0.0,Lost,2025-06-12,,No Budget,161778822
OPP00424,ACC0040,LEAD01160,E0089,P013,37,2024-01-25,2024-02-27,4-Close,0.0,Lost,2024-02-20,,No Budget,326885683
OPP00425,ACC0051,LEAD01161,E0059,P015,33,2025-07-30,2025-11-05,4-Close,0.0,Lost,2025-11-06,,Price,653328970
OPP00426,ACC0001,LEAD01162,E0059,P013,12,2024-09-04,2024-09-28,4-Close,0.0,Lost,2024-10-03,,Price,113304839
OPP00427,ACC0023,LEAD01173,E0122,P008,34,2024-06-20,2024-07-25,4-Close,0.0,Lost,2024-07-25,,Lost to Competitor,79198268
OPP00428,ACC0001,LEAD01178,E0009,P007,33,2024-01-26,2024-02-27,4-Close,1.0,Won,2024-02-25,61370082.0,,67752226
OPP00429,ACC0034,LEAD01179,E0173,P005,79,2025-07-15,2025-09-18,4-Close,0.0,Lost,2025-09-24,,No Budget,675709242
OPP00430,ACC0012,LEAD01182,E0163,P007,11,2024-05-11,2024-07-16,4-Close,0.0,Lost,2024-07-19,,Price,23102403
OPP00431,ACC0052,LEAD01189,E0161,P017,14,2025-06-27,2025-08-17,4-Close,0.0,Lost,2025-08-20,,Went With In-house Supply,163041101
OPP00432,ACC0064,LEAD01192,E0059,P011,9,2025-05-23,2025-09-23,4-Close,0.0,Lost,2025-09-29,,Timing / Postponed,95435641
OPP00433,ACC0042,LEAD01194,E0096,P015,12,2025-08-24,2025-09-27,4-Close,0.0,Lost,2025-10-06,,Price,211507148
OPP00434,ACC0007,LEAD01195,E0148,P008,13,2024-08-24,2024-11-25,4-Close,0.0,Lost,2024-11-24,,Price,32886213
OPP00435,ACC0007,LEAD01197,E0085,P002,57,2024-04-25,2024-06-27,4-Close,0.0,Lost,2024-06-27,,Price,316454867
OPP00436,ACC0047,LEAD01199,E0163,P005,26,2025-05-11,2025-06-05,4-Close,1.0,Won,2025-06-03,235091327.0,,236219031
OPP00437,ACC0018,LEAD01200,E0032,P003,15,2025-06-08,2025-07-07,4-Close,0.0,Lost,2025-07-17,,Timing / Postponed,91038342
OPP00438,ACC0033,LEAD01203,E0119,P005,106,2025-09-08,2025-11-04,4-Close,0.0,Lost,2025-11-04,,Lost to Competitor,908759896
OPP00439,ACC0001,LEAD01204,E0163,P011,13,2025-08-17,2025-09-20,4-Close,0.0,Lost,2025-09-28,,Timing / Postponed,139916752
OPP00440,ACC0020,LEAD01207,E0052,P001,16,2024-02-10,2024-02-29,4-Close,0.0,Lost,2024-03-02,,No Budget,69514013
OPP00441,ACC0017,LEAD01213,E0018,P006,60,2024-12-10,2025-01-27,4-Close,0.0,Lost,2025-02-01,,Timing / Postponed,90561456
OPP00442,ACC0017,LEAD01215,E0099,P009,24,2024-03-18,2024-04-26,4-Close,0.0,Lost,2024-04-21,,No Budget,42457036
OPP00443,ACC0060,LEAD01219,E0009,P006,67,2025-11-23,2026-03-26,2-Develop,0.28,Open,,,,95250507
OPP00444,ACC0054,LEAD01222,E0089,P013,23,2025-03-25,2025-08-16,4-Close,0.0,Lost,2025-08-15,,Price,212723740
OPP00445,ACC0003,LEAD01223,E0122,P006,20,2025-10-23,2025-11-25,4-Close,1.0,Won,2025-11-29,26278337.0,,28623652
OPP00446,ACC0050,LEAD01229,E0173,P011,35,2024-10-29,2024-12-05,4-Close,1.0,Won,2024-12-13,349915306.0,,342442344
OPP00447,ACC0055,LEAD01232,E0009,P010,12,2025-08-18,2026-01-30,4-Close,0.89,Open,,,,34818851
OPP00448,ACC0032,LEAD01238,E0172,P016,81,2024-11-27,2024-12-17,4-Close,0.0,Lost,2024-12-22,,No Budget,829889814
OPP00449,ACC0023,LEAD01239,E0089,P009,9,2024-01-16,2024-03-04,4-Close,0.0,Lost,2024-03-11,,Lost to Competitor,16288660
OPP00450,ACC0044,LEAD01240,E0096,P004,124,2024-02-01,2024-03-16,4-Close,1.0,Won,2024-03-26,893246067.0,,907478880
OPP00451,ACC0059,LEAD01241,E0009,P004,7,2024-05-06,2024-06-23,4-Close,0.0,Lost,2024-06-23,,Went With In-house Supply,50269391
OPP00452,ACC0040,LEAD01244,E0096,P006,64,2024-11-12,2024-12-17,4-Close,1.0,Won,2024-12-25,89428502.0,,96578980
OPP00453,ACC0011,LEAD01245,E0099,P016,48,2024-10-28,2025-03-01,4-Close,1.0,Won,2025-03-05,454341746.0,,476090832
OPP00454,ACC0040,LEAD01246,E0126,P005,45,2024-09-13,2024-10-20,4-Close,0.0,Lost,2024-10-27,,Went With In-house Supply,412427657
OPP00455,ACC0008,LEAD01248,E0014,P005,132,2025-10-10,2025-11-23,4-Close,0.0,Lost,2025-12-03,,No Budget,1201572676
OPP00456,ACC0064,LEAD01249,E0009,P007,80,2024-04-01,2024-07-10,4-Close,0.0,Lost,2024-07-17,,Lost to Competitor,165369090
OPP00457,ACC0070,LEAD01251,E0018,P004,15,2025-05-20,2025-06-10,4-Close,1.0,Won,2025-05-31,111782047.0,,121978663
OPP00458,ACC0038,LEAD01252,E0172,P003,17,2024-10-29,2024-12-18,4-Close,1.0,Won,2024-12-10,108868499.0,,104650805
OPP00459,ACC0010,LEAD01258,E0028,P014,14,2024-02-03,2024-02-23,4-Close,1.0,Won,2024-03-02,184834453.0,,180202731
OPP00460,ACC0063,LEAD01259,E0009,P002,29,2024-12-23,2025-03-17,4-Close,0.0,Lost,2025-03-24,,Price,148525508
OPP00461,ACC0044,LEAD01261,E0126,P014,51,2025-01-10,2025-02-21,4-Close,0.0,Lost,2025-03-02,,Went With In-house Supply,629425461
OPP00462,ACC0024,LEAD01272,E0122,P005,86,2024-10-26,2024-12-25,4-Close,0.0,Lost,2024-12-24,,Price,802847061
OPP00463,ACC0067,LEAD01273,E0096,P016,129,2024-06-29,2024-08-24,4-Close,0.0,Lost,2024-09-05,,No Budget,1430742167
OPP00464,ACC0049,LEAD01278,E0009,P014,35,2025-04-24,2025-05-26,4-Close,1.0,Won,2025-06-09,440746270.0,,422643132
OPP00465,ACC0033,LEAD01279,E0009,P014,136,2024-12-04,2025-01-23,4-Close,1.0,Won,2025-01-26,1752777985.0,,1748964887
OPP00466,ACC0026,LEAD01281,E0161,P017,4,2025-09-18,2025-10-27,4-Close,0.0,Lost,2025-10-27,,Lost to Competitor,45299079
OPP00467,ACC0064,LEAD01282,E0032,P011,3,2024-01-24,2024-03-14,4-Close,0.0,Lost,2024-03-11,,Price,31149143
OPP00468,ACC0020,LEAD01284,E0089,P003,18,2024-08-29,2024-09-13,4-Close,0.0,Lost,2024-09-17,,Price,107967750
OPP00469,ACC0049,LEAD01288,E0100,P012,53,2024-08-28,2024-09-26,4-Close,0.0,Lost,2024-10-09,,Went With In-house Supply,167460698
OPP00470,ACC0062,LEAD01289,E0122,P017,20,2025-02-28,2025-04-05,4-Close,0.0,Lost,2025-04-03,,Timing / Postponed,221976094
OPP00471,ACC0065,LEAD01293,E0057,P015,13,2024-06-13,2024-07-27,4-Close,0.0,Lost,2024-08-02,,No Budget,255798572
OPP00472,ACC0011,LEAD01295,E0028,P006,13,2024-11-12,2025-05-02,4-Close,0.0,Lost,2025-05-09,,Price,19444243
OPP00473,ACC0048,LEAD01297,E0148,P003,66,2025-06-17,2025-08-02,4-Close,1.0,Won,2025-07-28,358997088.0,,391116670
OPP00474,ACC0053,LEAD01298,E0148,P005,55,2025-12-21,2026-02-12,1-Qualify,0.19,Open,,,,463684802
OPP00475,ACC0070,LEAD01299,E0052,P004,3,2024-05-02,2024-06-02,4-Close,0.0,Lost,2024-06-11,,No Budget,21675560
OPP00476,ACC0068,LEAD01304,E0057,P004,20,2024-05-03,2024-07-14,4-Close,0.0,Lost,2024-07-23,,Price,156494500
OPP00477,ACC0040,LEAD01308,E0057,P011,58,2024-11-04,2024-11-27,4-Close,1.0,Won,2024-11-28,530765756.0,,585562213
OPP00478,ACC0061,LEAD01310,E0148,P011,7,2024-10-12,2024-10-27,4-Close,0.0,Lost,2024-11-04,,Went With In-house Supply,71577796
OPP00479,ACC0038,LEAD01313,E0028,P013,9,2025-02-17,2025-04-09,4-Close,0.0,Lost,2025-04-17,,Price,83221966
OPP00480,ACC0019,LEAD01314,E0148,P007,10,2025-02-13,2025-03-12,4-Close,1.0,Won,2025-03-23,19629492.0,,19175817
OPP00481,ACC0034,LEAD01315,E0052,P002,75,2025-02-08,2025-04-03,4-Close,0.0,Lost,2025-04-05,,No Budget,368745209
OPP00482,ACC0039,LEAD01319,E0028,P014,45,2025-03-01,2025-03-24,4-Close,0.0,Lost,2025-03-29,,No Budget,615104814
OPP00483,ACC0028,LEAD01328,E0028,P009,49,2025-06-26,2025-10-14,4-Close,0.0,Lost,2025-10-14,,Went With In-house Supply,85583570
OPP00484,ACC0063,LEAD01329,E0057,P006,75,2024-08-24,2024-12-19,4-Close,1.0,Won,2025-01-03,108823470.0,,113758575
OPP00485,ACC0048,LEAD01333,E0100,P006,7,2024-10-09,2024-10-29,4-Close,0.0,Lost,2024-10-31,,Lost to Competitor,10111111
OPP00486,ACC0035,LEAD01334,E0089,P010,17,2025-06-18,2025-07-19,4-Close,0.0,Lost,2025-07-19,,Price,50329477
OPP00487,ACC0015,LEAD01336,E0100,P012,14,2024-04-17,2024-05-09,4-Close,0.0,Lost,2024-05-07,,Timing / Postponed,43524428
OPP00488,ACC0059,LEAD01339,E0100,P012,30,2025-12-06,2026-01-18,3-Propose,0.67,Open,,,,99512153
OPP00489,ACC0038,LEAD01340,E0018,P008,8,2024-06-07,2024-07-17,4-Close,1.0,Won,2024-07-24,18762182.0,,18867197
OPP00490,ACC0016,LEAD01346,E0028,P009,26,2025-07-25,2025-08-24,4-Close,1.0,Won,2025-09-12,41754102.0,,40841884
OPP00491,ACC0006,LEAD01348,E0161,P010,14,2024-07-08,2024-07-28,4-Close,0.0,Lost,2024-08-06,,Went With In-house Supply,45193085
OPP00492,ACC0008,LEAD01350,E0052,P016,8,2025-10-29,2025-12-01,4-Close,0.0,Lost,2025-12-05,,Went With In-house Supply,85801966
OPP00493,ACC0041,LEAD01351,E0028,P010,26,2025-07-30,2025-09-04,4-Close,0.0,Lost,2025-09-12,,No Budget,80301865
OPP00494,ACC0038,LEAD01354,E0172,P007,10,2025-04-14,2025-06-12,4-Close,1.0,Won,2025-06-16,17260540.0,,18962918
OPP00495,ACC0012,LEAD01355,E0099,P001,3,2024-12-16,2025-04-29,4-Close,1.0,Won,2025-05-06,13700802.0,,13237398
OPP00496,ACC0049,LEAD01359,E0100,P015,9,2025-09-06,2025-09-23,4-Close,0.0,Lost,2025-09-24,,Lost to Competitor,160562874
OPP00497,ACC0034,LEAD01360,E0057,P014,20,2025-09-24,2025-12-25,4-Close,0.0,Lost,2025-12-30,,Went With In-house Supply,257276007
OPP00498,ACC0001,LEAD01362,E0148,P005,25,2025-03-15,2025-04-05,4-Close,1.0,Won,2025-04-05,212039634.0,,216693341
OPP00499,ACC0046,LEAD01363,E0096,P011,21,2025-03-06,2025-06-26,4-Close,0.0,Lost,2025-06-27,,Lost to Competitor,217460461
OPP00500,ACC0012,LEAD01369,E0119,P012,37,2025-05-09,2025-09-28,4-Close,1.0,Won,2025-09-30,117305701.0,,128863253
OPP00501,ACC0035,LEAD01375,E0122,P004,19,2025-09-11,2025-10-12,4-Close,0.0,Lost,2025-10-14,,No Budget,154396033
OPP00502,ACC0048,LEAD01380,E0148,P013,14,2025-02-09,2025-03-04,4-Close,1.0,Won,2025-03-15,136730029.0,,141616653
OPP00503,ACC0017,LEAD01381,E0122,P010,22,2024-01-28,2024-02-24,4-Close,1.0,Won,2024-02-28,63313828.0,,64752132
OPP00504,ACC0069,LEAD01384,E0032,P004,63,2024-06-06,2024-08-05,4-Close,0.0,Lost,2024-08-10,,Lost to Competitor,470170137
OPP00505,ACC0042,LEAD01385,E0085,P015,34,2025-11-16,2025-12-12,4-Close,0.0,Lost,2025-12-14,,Lost to Competitor,653476118
OPP00506,ACC0041,LEAD01386,E0163,P005,32,2024-04-15,2024-05-12,4-Close,0.0,Lost,2024-05-23,,No Budget,265863155
OPP00507,ACC0017,LEAD01387,E0163,P012,69,2024-06-19,2024-07-13,4-Close,0.0,Lost,2024-07-28,,Went With In-house Supply,238094019
OPP00508,ACC0056,LEAD01388,E0059,P010,22,2025-05-01,2025-05-28,4-Close,0.0,Lost,2025-06-04,,No Budget,68937274
OPP00509,ACC0055,LEAD01389,E0085,P006,15,2024-06-20,2024-11-16,4-Close,0.0,Lost,2024-11-23,,No Budget,21383315
OPP00510,ACC0041,LEAD01393,E0014,P007,48,2025-12-12,2026-01-11,3-Propose,0.64,Open,,,,99200240
OPP00511,ACC0036,LEAD01396,E0119,P017,62,2025-09-26,2025-11-19,4-Close,0.0,Lost,2025-11-29,,Timing / Postponed,760992166
OPP00512,ACC0001,LEAD01398,E0163,P016,31,2024-06-09,2024-08-01,4-Close,0.0,Lost,2024-08-04,,Timing / Postponed,297510170
OPP00513,ACC0038,LEAD01401,E0014,P009,30,2024-08-08,2024-09-18,4-Close,1.0,Won,2024-09-16,51405439.0,,49306393
OPP00514,ACC0023,LEAD01403,E0163,P015,71,2024-08-30,2024-10-27,4-Close,1.0,Won,2024-10-29,1330558819.0,,1285338103
OPP00515,ACC0063,LEAD01404,E0173,P016,2,2025-12-09,2026-03-26,1-Qualify,0.16,Open,,,,21180614
OPP00516,ACC0050,LEAD01406,E0057,P013,39,2024-07-28,2024-08-31,4-Close,0.0,Lost,2024-09-07,,Timing / Postponed,375349684
OPP00517,ACC0013,LEAD01408,E0126,P014,8,2024-08-31,2024-09-21,4-Close,1.0,Won,2024-10-01,98090957.0,,100853754
OPP00518,ACC0030,LEAD01410,E0009,P008,37,2024-12-02,2025-01-02,4-Close,1.0,Won,2025-01-07,86309144.0,,89277555
OPP00519,ACC0064,LEAD01411,E0099,P002,21,2024-08-13,2024-09-28,4-Close,0.0,Lost,2024-09-29,,Went With In-house Supply,110003273
OPP00520,ACC0038,LEAD01416,E0173,P016,11,2024-04-01,2024-05-09,4-Close,1.0,Won,2024-05-05,107327138.0,,106167560
OPP00521,ACC0037,LEAD01417,E0096,P012,3,2024-08-29,2024-10-07,4-Close,0.0,Lost,2024-10-16,,Price,9618357
OPP00522,ACC0019,LEAD01418,E0059,P009,19,2025-06-15,2025-07-13,4-Close,1.0,Won,2025-07-26,29881241.0,,32225765
OPP00523,ACC0061,LEAD01420,E0100,P011,7,2025-12-25,2026-02-01,1-Qualify,0.2,Open,,,,74115747
OPP00524,ACC0044,LEAD01422,E0100,P003,50,2025-07-04,2025-08-09,4-Close,0.0,Lost,2025-08-11,,Price,321756143
OPP00525,ACC0058,LEAD01428,E0018,P016,21,2024-04-25,2024-05-29,4-Close,0.0,Lost,2024-06-11,,Went With In-house Supply,202818201
OPP00526,ACC0042,LEAD01434,E0018,P014,33,2025-11-13,2025-12-03,4-Close,0.0,Lost,2025-12-07,,No Budget,403474658
OPP00527,ACC0058,LEAD01435,E0172,P010,9,2025-10-13,2025-11-28,4-Close,0.0,Lost,2025-11-30,,No Budget,27297705
OPP00528,ACC0052,LEAD01437,E0100,P017,13,2025-09-12,2026-01-08,4-Close,0.92,Open,,,,145971743
OPP00529,ACC0051,LEAD01442,E0163,P014,7,2024-08-19,2024-11-26,4-Close,0.0,Lost,2024-11-23,,Price,94384258
OPP00530,ACC0068,LEAD01444,E0100,P008,74,2024-09-08,2024-11-16,4-Close,0.0,Lost,2024-11-20,,Went With In-house Supply,176491976
OPP00531,ACC0014,LEAD01447,E0052,P004,60,2025-09-05,2025-10-12,4-Close,1.0,Won,2025-11-01,482257069.0,,467302258
OPP00532,ACC0039,LEAD01448,E0099,P009,12,2025-02-22,2025-03-11,4-Close,0.0,Lost,2025-03-04,,Lost to Competitor,19449222
OPP00533,ACC0055,LEAD01449,E0018,P013,30,2024-03-29,2024-07-17,4-Close,0.0,Lost,2024-07-25,,Lost to Competitor,265315746
OPP00534,ACC0058,LEAD01450,E0126,P005,42,2025-11-23,2025-12-21,4-Close,0.0,Lost,2025-12-22,,Went With In-house Supply,345570036
OPP00535,ACC0066,LEAD01451,E0096,P002,47,2025-06-11,2025-07-18,4-Close,1.0,Won,2025-07-14,226519670.0,,241271291
OPP00536,ACC0061,LEAD01452,E0089,P017,7,2025-11-15,2025-12-08,4-Close,0.0,Lost,2025-12-15,,Price,76127759
OPP00537,ACC0067,LEAD01453,E0122,P016,13,2025-03-16,2025-04-24,4-Close,1.0,Won,2025-04-27,144434221.0,,141549299
OPP00538,ACC0046,LEAD01454,E0122,P010,23,2025-03-20,2025-07-18,4-Close,0.0,Lost,2025-07-24,,Price,71663694
OPP00539,ACC0050,LEAD01460,E0161,P009,22,2024-10-01,2024-10-31,4-Close,1.0,Won,2024-10-25,38201735.0,,38966313
OPP00540,ACC0031,LEAD01461,E0119,P003,10,2024-04-11,2024-07-07,4-Close,0.0,Lost,2024-07-07,,Timing / Postponed,63535006
OPP00541,ACC0004,LEAD01464,E0089,P002,113,2025-12-03,2025-12-24,4-Close,1.0,Won,2025-12-25,613544237.0,,618490290
OPP00542,ACC0030,LEAD01467,E0173,P014,3,2025-09-21,2025-11-17,4-Close,1.0,Won,2025-11-29,38624595.0,,38465456
OPP00543,ACC0049,LEAD01469,E0100,P007,14,2025-04-25,2025-05-14,4-Close,0.0,Lost,2025-05-20,,Price,26507900
OPP00544,ACC0028,LEAD01470,E0126,P003,9,2024-02-13,2024-07-11,4-Close,0.0,Lost,2024-07-24,,Lost to Competitor,52148141
OPP00545,ACC0015,LEAD01478,E0059,P010,29,2024-01-30,2024-03-24,4-Close,0.0,Lost,2024-03-27,,Went With In-house Supply,83767055
OPP00546,ACC0041,LEAD01480,E0161,P013,14,2024-05-28,2024-06-20,4-Close,0.0,Lost,2024-06-25,,Timing / Postponed,128800168
OPP00547,ACC0068,LEAD01481,E0028,P006,20,2024-05-24,2024-09-05,4-Close,0.0,Lost,2024-09-21,,Lost to Competitor,31500038
OPP00548,ACC0030,LEAD01482,E0057,P013,39,2025-12-26,2026-02-08,1-Qualify,0.17,Open,,,,346058337
OPP00549,ACC0043,LEAD01486,E0028,P013,13,2024-04-28,2024-06-26,4-Close,1.0,Won,2024-06-30,114136709.0,,115334775
OPP00550,ACC0058,LEAD01492,E0096,P005,53,2025-02-03,2025-03-16,4-Close,1.0,Won,2025-03-15,497104340.0,,478800220
OPP00551,ACC0014,LEAD01494,E0032,P011,23,2024-09-30,2024-10-31,4-Close,1.0,Won,2024-11-07,212584695.0,,216928076
OPP00552,ACC0049,LEAD01499,E0100,P012,10,2025-06-08,2025-06-24,4-Close,0.0,Lost,2025-06-24,,Timing / Postponed,34242969
OPP00553,ACC0024,LEAD01501,E0014,P001,7,2025-02-20,2025-06-17,4-Close,0.0,Lost,2025-06-27,,No Budget,30504186
OPP00554,ACC0043,LEAD01507,E0014,P001,21,2024-06-06,2024-07-23,4-Close,0.0,Lost,2024-07-22,,No Budget,93976356
OPP00555,ACC0059,LEAD01509,E0085,P004,8,2025-06-22,2025-07-18,4-Close,0.0,Lost,2025-07-24,,Lost to Competitor,60951417
OPP00556,ACC0067,LEAD01517,E0014,P004,7,2024-05-21,2024-06-10,4-Close,0.0,Lost,2024-06-03,,Lost to Competitor,53069390
OPP00557,ACC0005,LEAD01521,E0089,P008,104,2025-07-10,2025-08-10,4-Close,1.0,Won,2025-08-21,240586434.0,,251150443
OPP00558,ACC0060,LEAD01523,E0057,P013,47,2025-05-05,2025-08-26,4-Close,1.0,Won,2025-08-24,449314328.0,,439842763
OPP00559,ACC0007,LEAD01524,E0161,P008,7,2025-06-23,2025-12-18,4-Close,1.0,Won,2025-12-22,16399541.0,,18000571
OPP00560,ACC0062,LEAD01526,E0161,P002,20,2024-09-11,2024-10-02,4-Close,1.0,Won,2024-10-03,100630003.0,,106860958
OPP00561,ACC0042,LEAD01531,E0126,P007,16,2025-09-07,2025-09-23,4-Close,0.0,Lost,2025-09-24,,Price,30234473
OPP00562,ACC0022,LEAD01533,E0172,P003,122,2025-09-01,2025-10-17,4-Close,0.0,Lost,2025-10-20,,Went With In-house Supply,775263771
OPP00563,ACC0032,LEAD01534,E0085,P011,58,2025-12-15,2026-01-12,3-Propose,0.72,Open,,,,578478036
OPP00564,ACC0033,LEAD01537,E0009,P017,16,2025-08-08,2025-09-30,4-Close,0.0,Lost,2025-09-30,,No Budget,181004302
OPP00565,ACC0007,LEAD01540,E0089,P010,13,2025-03-04,2025-06-14,4-Close,1.0,Won,2025-06-14,38649632.0,,37689112
OPP00566,ACC0068,LEAD01542,E0100,P016,18,2025-02-16,2025-05-05,4-Close,0.0,Lost,2025-05-04,,Went With In-house Supply,185276845
OPP00567,ACC0007,LEAD01547,E0052,P007,21,2025-07-21,2026-01-13,4-Close,0.92,Open,,,,41186322
OPP00568,ACC0034,LEAD01548,E0161,P001,16,2024-06-06,2024-10-11,4-Close,0.0,Lost,2024-10-24,,Timing / Postponed,73491411
OPP00569,ACC0035,LEAD01550,E0119,P005,25,2025-08-05,2025-09-13,4-Close,0.0,Lost,2025-09-14,,Lost to Competitor,232905377
OPP00570,ACC0052,LEAD01551,E0148,P008,44,2025-09-05,2025-11-06,4-Close,0.0,Lost,2025-11-03,,Timing / Postponed,110196440
OPP00571,ACC0052,LEAD01553,E0163,P016,26,2025-05-10,2025-07-23,4-Close,0.0,Lost,2025-07-26,,Timing / Postponed,270006781
OPP00572,ACC0035,LEAD01560,E0172,P014,9,2025-01-13,2025-01-30,4-Close,0.0,Lost,2025-01-31,,No Budget,121704670
OPP00573,ACC0035,LEAD01561,E0119,P010,12,2024-04-20,2024-05-22,4-Close,1.0,Won,2024-05-23,35344855.0,,38624666
OPP00574,ACC0033,LEAD01562,E0018,P017,16,2024-05-30,2024-07-02,4-Close,1.0,Won,2024-06-30,202189282.0,,196033640
