order_id,order_source,account_id,product_id,order_date,quantity,unit_price_irr,revenue_irr
ORD000153,Repeat,ACC0025,P003,2025-11-09,107,5967346,638506096
ORD000382,Repeat,ACC0059,P009,2025-11-09,53,1570116,83216190
ORD000456,CRM Won,ACC0070,P001,2025-11-10,30,3815436,114463082
ORD000548,CRM Won,ACC0062,P001,2025-11-11,64,4043887,258808758
ORD000142,Repeat,ACC0023,P012,2025-11-12,36,3093482,111365364
ORD000617,CRM Won,ACC0021,P012,2025-11-12,24,2989820,71755684
ORD000015,Repeat,ACC0002,P007,2025-11-13,14,1953350,27346910
ORD000818,CRM Won,ACC0027,P007,2025-11-13,6,2152451,12914704
ORD000529,CRM Won,ACC0059,P004,2025-11-13,6,7388822,44332930
ORD000511,CRM Won,ACC0067,P013,2025-11-13,36,9442652,339935471
ORD000295,Repeat,ACC0044,P005,2025-11-16,20,8314634,166292686
ORD000032,Repeat,ACC0005,P003,2025-11-16,19,5955804,113160287
ORD000764,CRM Won,ACC0060,P017,2025-11-18,28,11120640,311377908
ORD000361,Repeat,ACC0057,P007,2025-11-19,63,2000441,126027796
ORD000610,CRM Won,ACC0046,P009,2025-11-19,84,1839633,154529179
ORD000585,CRM Won,ACC0055,P009,2025-11-21,12,1834569,22014826
ORD000094,Repeat,ACC0016,P012,2025-11-21,19,3203423,60865047
ORD000314,Repeat,ACC0047,P004,2025-11-22,42,7323217,307575122
ORD000432,Repeat,ACC0067,P006,2025-11-22,16,1397403,22358461
ORD000565,CRM Won,ACC0061,P017,2025-11-22,54,10965205,592121078
ORD000313,Repeat,ACC0047,P012,2025-11-22,34,3082532,104806120
ORD000552,CRM Won,ACC0021,P015,2025-11-23,53,17954827,951605815
ORD000371,Repeat,ACC0058,P006,2025-11-23,12,1393260,16719129
ORD000248,Repeat,ACC0038,P006,2025-11-25,40,1426109,57044365
ORD000812,CRM Won,ACC0009,P010,2025-11-26,16,2759525,44152405
ORD000750,CRM Won,ACC0040,P003,2025-11-27,351,5825996,2044924629
ORD000059,Repeat,ACC0010,P012,2025-11-27,18,3239389,58309004
ORD000266,Repeat,ACC0040,P001,2025-11-27,10,4173479,41734792
ORD000508,CRM Won,ACC0021,P002,2025-11-28,22,5442005,119724118
ORD000578,CRM Won,ACC0070,P012,2025-11-28,19,3097886,58859828
ORD000639,CRM Won,ACC0003,P006,2025-11-29,20,1313917,26278337
ORD000204,Repeat,ACC0033,P002,2025-11-29,14,5228197,73194768
ORD000467,CRM Won,ACC0042,P002,2025-11-29,179,4835094,865481900
ORD000672,CRM Won,ACC0030,P014,2025-11-29,3,12874865,38624595
ORD000022,Repeat,ACC0003,P014,2025-12-01,15,12317888,184768331
ORD000087,Repeat,ACC0015,P002,2025-12-03,18,5206876,93723770
ORD000708,CRM Won,ACC0032,P009,2025-12-03,23,1582701,36402129
ORD000594,CRM Won,ACC0040,P006,2025-12-04,29,1437077,41675234
ORD000009,Repeat,ACC0001,P001,2025-12-06,124,4286261,531496394
ORD000715,CRM Won,ACC0039,P004,2025-12-06,16,7512970,120207521
ORD000114,Repeat,ACC0019,P005,2025-12-07,8,8309327,66474622
ORD000182,Repeat,ACC0030,P001,2025-12-07,41,4137297,169629200
ORD000446,Repeat,ACC0070,P016,2025-12-08,9,9867487,88807389
ORD000228,Repeat,ACC0036,P006,2025-12-08,18,1411843,25413189
ORD000258,Repeat,ACC0039,P007,2025-12-08,17,1988390,33802634
ORD000296,Repeat,ACC0044,P008,2025-12-08,19,2314436,43974297
ORD000362,Repeat,ACC0057,P016,2025-12-08,29,9743659,282566130
ORD000229,Repeat,ACC0036,P016,2025-12-09,27,10352490,279517249
ORD000612,CRM Won,ACC0016,P009,2025-12-13,48,1501492,72071599
ORD000267,Repeat,ACC0040,P001,2025-12-13,10,4279279,42792797
ORD000748,CRM Won,ACC0013,P011,2025-12-14,5,9306893,46534466
ORD000171,Repeat,ACC0028,P007,2025-12-16,62,1968019,122017191
ORD000719,CRM Won,ACC0035,P009,2025-12-16,39,1521538,59340000
ORD000186,Repeat,ACC0031,P017,2025-12-17,99,10776392,1066862881
ORD000780,CRM Won,ACC0011,P002,2025-12-17,24,5003834,120092028
ORD000215,Repeat,ACC0035,P007,2025-12-18,15,1888763,28331455
ORD000527,CRM Won,ACC0056,P011,2025-12-18,304,9396711,2856600239
ORD000259,Repeat,ACC0039,P017,2025-12-18,11,11136678,122503463
ORD000440,Repeat,ACC0069,P006,2025-12-18,82,1384383,113519457
ORD000566,CRM Won,ACC0057,P007,2025-12-18,114,1914568,218260754
ORD000183,Repeat,ACC0030,P001,2025-12-18,13,4085775,53115086
ORD000143,Repeat,ACC0023,P007,2025-12-19,9,1948923,17540312
ORD000354,Repeat,ACC0055,P009,2025-12-20,379,1694584,642247643
ORD000088,Repeat,ACC0015,P010,2025-12-20,34,2813960,95674650
ORD000194,Repeat,ACC0032,P015,2025-12-21,12,17579661,210955932
ORD000601,CRM Won,ACC0065,P013,2025-12-21,12,8549135,102589618
ORD000039,Repeat,ACC0006,P004,2025-12-21,11,7547681,83024498
ORD000351,Repeat,ACC0053,P002,2025-12-21,39,4889952,190708158
ORD000172,Repeat,ACC0028,P011,2025-12-21,210,9563939,2008427233
ORD000393,Repeat,ACC0061,P003,2025-12-21,10,5996843,59968435
ORD000616,CRM Won,ACC0021,P009,2025-12-22,19,1671642,31761195
ORD000016,Repeat,ACC0002,P008,2025-12-22,67,2352258,157601306
ORD000678,CRM Won,ACC0007,P008,2025-12-22,7,2342792,16399541
ORD000383,Repeat,ACC0059,P006,2025-12-22,17,1453455,24708751
ORD000304,Repeat,ACC0046,P012,2025-12-23,17,3268869,55570776
ORD000297,Repeat,ACC0044,P008,2025-12-23,25,2319447,57986190
ORD000622,CRM Won,ACC0055,P011,2025-12-24,4,8500804,34003218
ORD000671,CRM Won,ACC0004,P002,2025-12-25,113,5429595,613544237
ORD000389,Repeat,ACC0060,P005,2025-12-25,118,8480195,1000663049
ORD000625,CRM Won,ACC0041,P006,2025-12-26,85,1571554,133582071
ORD000372,Repeat,ACC0058,P006,2025-12-27,18,1493025,26874457
ORD000053,Repeat,ACC0009,P003,2025-12-27,42,5773845,242501498
ORD000797,CRM Won,ACC0045,P008,2025-12-29,28,2319987,64959623
ORD000766,CRM Won,ACC0036,P008,2025-12-30,24,2365898,56781561
ORD000384,Repeat,ACC0059,P006,2025-12-30,63,1382216,87079630
