lead_id,created_date,source,owner,status,qualified_date,disqualify_reason
LEAD00664,2024-05-30,Partner Channel,E0085,Disqualified,2024-06-06,Unresponsive
LEAD00665,2025-06-10,Partner Channel,E0028,Qualified,2025-06-15,
LEAD00666,2025-03-06,Web Inquiry,E0096,Disqualified,2025-03-24,No Longer Interested
LEAD00667,2025-01-28,Referral,E0018,Qualified,2025-02-05,
LEAD00668,2024-12-27,Partner Channel,E0172,Disqualified,2025-01-07,Unresponsive
LEAD00669,2025-09-02,Trade Show,E0057,Disqualified,2025-09-22,No Longer Interested
LEAD00670,2024-01-23,Trade Show,E0126,Disqualified,2024-02-02,No Longer Interested
LEAD00671,2024-06-13,Partner Channel,E0009,Disqualified,2024-06-25,No Longer Interested
LEAD00672,2024-04-01,Web Inquiry,E0172,Disqualified,2024-04-21,No Longer Interested
LEAD00673,2025-08-26,Web Inquiry,E0085,Disqualified,2025-09-12,Unresponsive
LEAD00674,2025-07-16,Referral,E0059,Disqualified,2025-08-05,Went With Competitor
LEAD00675,2024-08-17,Trade Show,E0028,Disqualified,2024-08-30,No Budget
LEAD00676,2024-11-19,Partner Channel,E0173,Qualified,2024-11-24,
LEAD00677,2025-10-03,Referral,E0014,Qualified,2025-10-17,
LEAD00678,2024-07-14,Trade Show,E0126,Qualified,2024-07-27,
LEAD00679,2024-10-03,Referral,E0099,Disqualified,2024-10-08,Unresponsive
LEAD00680,2024-07-12,Trade Show,E0096,Disqualified,2024-07-16,Wrong Fit
LEAD00681,2024-06-15,Cold Outreach,E0148,Disqualified,2024-06-30,Unresponsive
LEAD00682,2025-05-10,Partner Channel,E0032,Qualified,2025-05-17,
LEAD00683,2024-02-13,Web Inquiry,E0096,Disqualified,2024-03-01,Went With Competitor
LEAD00684,2025-05-07,Web Inquiry,E0009,Disqualified,2025-05-13,Unresponsive
LEAD00685,2024-04-06,Cold Outreach,E0052,Disqualified,2024-04-16,Unresponsive
LEAD00686,2025-05-31,Cold Outreach,E0173,Disqualified,2025-06-10,No Budget
LEAD00687,2025-11-02,Referral,E0085,Disqualified,2025-11-10,No Budget
LEAD00688,2025-04-20,Cold Outreach,E0014,Qualified,2025-05-01,
LEAD00689,2024-05-28,Referral,E0085,Disqualified,2024-06-11,No Longer Interested
LEAD00690,2024-12-15,Cold Outreach,E0096,Disqualified,2024-12-19,Unresponsive
LEAD00691,2024-07-03,Referral,E0028,Disqualified,2024-07-15,Wrong Fit
LEAD00692,2024-10-24,Referral,E0052,Qualified,2024-11-01,
LEAD00693,2024-06-25,Web Inquiry,E0032,Qualified,2024-07-13,
LEAD00694,2024-07-16,Trade Show,E0172,Disqualified,2024-08-05,Went With Competitor
LEAD00695,2025-05-19,Cold Outreach,E0096,Disqualified,2025-05-22,Wrong Fit
LEAD00696,2024-06-11,Trade Show,E0059,Disqualified,2024-07-01,No Longer Interested
LEAD00697,2025-12-16,Cold Outreach,E0163,Open,,
LEAD00698,2025-10-24,Cold Outreach,E0032,Qualified,2025-11-13,
LEAD00699,2024-07-02,Partner Channel,E0032,Qualified,2024-07-17,
LEAD00700,2024-01-27,Cold Outreach,E0122,Disqualified,2024-02-08,Unresponsive
LEAD00701,2024-07-02,Referral,E0089,Disqualified,2024-07-10,No Budget
LEAD00702,2025-05-13,Partner Channel,E0052,Disqualified,2025-06-02,No Longer Interested
LEAD00703,2024-12-25,Referral,E0172,Disqualified,2025-01-09,Wrong Fit
LEAD00704,2024-06-14,Web Inquiry,E0057,Disqualified,2024-06-28,Wrong Fit
LEAD00705,2024-12-19,Partner Channel,E0057,Disqualified,2025-01-08,No Longer Interested
LEAD00706,2024-12-02,Trade Show,E0085,Disqualified,2024-12-12,No Longer Interested
LEAD00707,2025-05-19,Cold Outreach,E0028,Disqualified,2025-06-04,Went With Competitor
LEAD00708,2025-11-21,Referral,E0089,Qualified,2025-12-10,
LEAD00709,2025-12-08,Web Inquiry,E0119,Disqualified,2025-12-20,Went With Competitor
LEAD00710,2025-11-30,Partner Channel,E0099,Disqualified,2025-12-17,Unresponsive
LEAD00711,2024-09-18,Web Inquiry,E0100,Qualified,2024-10-06,
LEAD00712,2024-06-29,Partner Channel,E0059,Disqualified,2024-07-10,No Longer Interested
LEAD00713,2024-11-29,Cold Outreach,E0173,Disqualified,2024-12-12,No Budget
LEAD00714,2024-02-04,Cold Outreach,E0032,Qualified,2024-02-16,
LEAD00715,2024-03-04,Web Inquiry,E0032,Qualified,2024-03-21,
LEAD00716,2025-12-09,Web Inquiry,E0085,Disqualified,2025-12-25,Wrong Fit
LEAD00717,2024-10-18,Cold Outreach,E0085,Qualified,2024-11-02,
LEAD00718,2025-05-03,Cold Outreach,E0096,Disqualified,2025-05-23,Unresponsive
LEAD00719,2024-08-30,Cold Outreach,E0089,Qualified,2024-09-12,
LEAD00720,2025-08-29,Trade Show,E0126,Disqualified,2025-09-07,No Longer Interested
LEAD00721,2025-01-10,Cold Outreach,E0100,Disqualified,2025-01-18,Went With Competitor
LEAD00722,2025-08-28,Web Inquiry,E0172,Disqualified,2025-08-31,Went With Competitor
LEAD00723,2025-04-07,Cold Outreach,E0173,Qualified,2025-04-11,
LEAD00724,2024-11-23,Cold Outreach,E0099,Disqualified,2024-12-12,Unresponsive
LEAD00725,2024-09-04,Referral,E0172,Disqualified,2024-09-16,Went With Competitor
LEAD00726,2025-03-16,Trade Show,E0052,Disqualified,2025-03-30,Went With Competitor
LEAD00727,2024-06-12,Referral,E0099,Qualified,2024-06-27,
LEAD00728,2024-06-10,Web Inquiry,E0014,Qualified,2024-06-17,
LEAD00729,2024-01-19,Cold Outreach,E0089,Disqualified,2024-01-31,Unresponsive
LEAD00730,2024-06-26,Partner Channel,E0085,Disqualified,2024-07-03,Unresponsive
LEAD00731,2025-02-14,Trade Show,E0119,Qualified,2025-03-01,
LEAD00732,2025-01-16,Partner Channel,E0052,Qualified,2025-01-21,
LEAD00733,2024-01-06,Referral,E0172,Disqualified,2024-01-15,Went With Competitor
LEAD00734,2025-09-29,Trade Show,E0119,Qualified,2025-10-19,
LEAD00735,2025-10-07,Cold Outreach,E0173,Qualified,2025-10-17,
LEAD00736,2024-10-14,Partner Channel,E0100,Qualified,2024-10-29,
LEAD00737,2024-01-04,Cold Outreach,E0161,Qualified,2024-01-13,
LEAD00738,2024-08-13,Partner Channel,E0173,Qualified,2024-08-23,
LEAD00739,2025-10-25,Referral,E0173,Disqualified,2025-10-31,Went With Competitor
LEAD00740,2024-12-17,Referral,E0028,Qualified,2025-01-01,
LEAD00741,2025-08-15,Cold Outreach,E0122,Disqualified,2025-08-23,Wrong Fit
LEAD00742,2024-03-24,Referral,E0052,Qualified,2024-04-07,
LEAD00743,2025-12-22,Referral,E0085,Open,,
LEAD00744,2025-01-20,Web Inquiry,E0126,Disqualified,2025-02-08,Went With Competitor
LEAD00745,2025-06-24,Partner Channel,E0009,Disqualified,2025-07-01,No Budget
LEAD00746,2025-06-04,Cold Outreach,E0014,Qualified,2025-06-16,
LEAD00747,2025-02-22,Trade Show,E0163,Qualified,2025-03-02,
LEAD00748,2024-12-12,Partner Channel,E0028,Disqualified,2024-12-29,Wrong Fit
LEAD00749,2025-08-22,Partner Channel,E0100,Disqualified,2025-08-27,No Longer Interested
LEAD00750,2025-07-31,Web Inquiry,E0100,Disqualified,2025-08-16,Went With Competitor
LEAD00751,2024-10-07,Referral,E0085,Disqualified,2024-10-11,Went With Competitor
LEAD00752,2024-05-28,Partner Channel,E0089,Disqualified,2024-06-05,Wrong Fit
LEAD00753,2024-02-16,Referral,E0057,Disqualified,2024-03-04,Wrong Fit
LEAD00754,2025-06-22,Cold Outreach,E0032,Disqualified,2025-06-29,Unresponsive
LEAD00755,2024-10-18,Cold Outreach,E0028,Disqualified,2024-10-27,No Budget
LEAD00756,2025-08-24,Cold Outreach,E0173,Disqualified,2025-09-04,Unresponsive
LEAD00757,2024-02-24,Referral,E0009,Disqualified,2024-03-07,Went With Competitor
LEAD00758,2025-06-10,Cold Outreach,E0122,Disqualified,2025-06-22,No Budget
LEAD00759,2024-11-17,Cold Outreach,E0018,Disqualified,2024-11-22,Went With Competitor
LEAD00760,2025-07-04,Partner Channel,E0119,Disqualified,2025-07-17,No Longer Interested
LEAD00761,2025-07-31,Partner Channel,E0163,Disqualified,2025-08-19,Went With Competitor
LEAD00762,2025-09-01,Cold Outreach,E0173,Disqualified,2025-09-14,Unresponsive
LEAD00763,2025-03-16,Trade Show,E0059,Disqualified,2025-03-24,Went With Competitor
LEAD00764,2024-02-04,Referral,E0148,Disqualified,2024-02-06,Wrong Fit
LEAD00765,2025-12-27,Referral,E0057,Open,,
LEAD00766,2024-12-05,Referral,E0057,Qualified,2024-12-21,
LEAD00767,2025-04-27,Referral,E0148,Qualified,2025-05-13,
LEAD00768,2025-02-25,Referral,E0163,Disqualified,2025-03-06,No Longer Interested
LEAD00769,2025-06-06,Web Inquiry,E0148,Disqualified,2025-06-10,Wrong Fit
LEAD00770,2024-09-26,Partner Channel,E0122,Qualified,2024-10-13,
LEAD00771,2025-12-30,Cold Outreach,E0014,Disqualified,2025-12-31,Unresponsive
LEAD00772,2024-11-16,Partner Channel,E0089,Disqualified,2024-11-28,No Budget
LEAD00773,2025-02-28,Web Inquiry,E0163,Disqualified,2025-03-05,No Longer Interested
LEAD00774,2025-11-15,Partner Channel,E0028,Qualified,2025-12-05,
LEAD00775,2025-12-15,Trade Show,E0122,Open,,
LEAD00776,2024-01-22,Trade Show,E0172,Qualified,2024-01-26,
LEAD00777,2024-01-15,Trade Show,E0173,Disqualified,2024-01-18,No Budget
LEAD00778,2025-12-25,Partner Channel,E0119,Open,,
LEAD00779,2025-02-18,Partner Channel,E0014,Qualified,2025-03-05,
LEAD00780,2025-10-06,Referral,E0085,Disqualified,2025-10-17,No Budget
LEAD00781,2024-12-19,Web Inquiry,E0096,Disqualified,2025-01-01,No Budget
LEAD00782,2024-04-25,Cold Outreach,E0161,Disqualified,2024-05-09,Unresponsive
LEAD00783,2024-01-19,Cold Outreach,E0059,Disqualified,2024-02-06,Unresponsive
LEAD00784,2024-12-05,Referral,E0057,Disqualified,2024-12-23,No Longer Interested
LEAD00785,2025-11-06,Referral,E0172,Disqualified,2025-11-14,No Budget
LEAD00786,2025-08-23,Web Inquiry,E0161,Qualified,2025-09-12,
LEAD00787,2024-05-11,Trade Show,E0172,Disqualified,2024-05-20,Unresponsive
LEAD00788,2024-09-05,Web Inquiry,E0059,Disqualified,2024-09-17,Wrong Fit
LEAD00789,2024-06-24,Trade Show,E0122,Disqualified,2024-07-06,Unresponsive
LEAD00790,2025-02-16,Referral,E0028,Qualified,2025-02-23,
LEAD00791,2024-04-22,Web Inquiry,E0028,Qualified,2024-05-09,
LEAD00792,2024-10-08,Partner Channel,E0009,Qualified,2024-10-28,
LEAD00793,2024-05-23,Trade Show,E0119,Disqualified,2024-06-09,No Longer Interested
LEAD00794,2025-11-03,Partner Channel,E0014,Disqualified,2025-11-06,Wrong Fit
LEAD00795,2025-04-17,Partner Channel,E0161,Disqualified,2025-05-06,Went With Competitor
LEAD00796,2024-10-18,Web Inquiry,E0059,Qualified,2024-10-29,
LEAD00797,2024-08-31,Partner Channel,E0161,Qualified,2024-09-14,
LEAD00798,2024-11-24,Cold Outreach,E0009,Disqualified,2024-12-04,Wrong Fit
LEAD00799,2024-11-01,Cold Outreach,E0100,Disqualified,2024-11-06,Unresponsive
LEAD00800,2024-11-11,Partner Channel,E0052,Qualified,2024-11-16,
LEAD00801,2024-05-07,Web Inquiry,E0099,Qualified,2024-05-13,
LEAD00802,2025-01-21,Referral,E0089,Qualified,2025-01-28,
LEAD00803,2025-05-28,Web Inquiry,E0096,Disqualified,2025-06-09,Wrong Fit
LEAD00804,2025-11-07,Cold Outreach,E0057,Disqualified,2025-11-13,No Longer Interested
LEAD00805,2025-11-22,Referral,E0173,Disqualified,2025-12-01,No Longer Interested
LEAD00806,2025-03-10,Referral,E0052,Disqualified,2025-03-28,No Budget
LEAD00807,2025-12-15,Trade Show,E0126,Open,,
LEAD00808,2024-01-14,Partner Channel,E0100,Disqualified,2024-01-25,Unresponsive
LEAD00809,2024-04-01,Cold Outreach,E0173,Qualified,2024-04-10,
LEAD00810,2025-02-25,Partner Channel,E0148,Disqualified,2025-03-12,Unresponsive
LEAD00811,2024-08-20,Web Inquiry,E0057,Disqualified,2024-08-22,No Budget
LEAD00812,2024-02-07,Web Inquiry,E0089,Disqualified,2024-02-22,Wrong Fit
LEAD00813,2025-01-20,Referral,E0172,Qualified,2025-01-23,
LEAD00814,2024-06-20,Partner Channel,E0057,Qualified,2024-06-30,
LEAD00815,2025-10-14,Web Inquiry,E0172,Qualified,2025-10-24,
LEAD00816,2025-11-17,Referral,E0119,Disqualified,2025-12-06,No Budget
LEAD00817,2024-11-12,Trade Show,E0163,Qualified,2024-11-24,
LEAD00818,2024-01-08,Referral,E0096,Qualified,2024-01-14,
LEAD00819,2025-03-04,Web Inquiry,E0096,Disqualified,2025-03-18,Went With Competitor
LEAD00820,2025-12-18,Referral,E0122,Open,,
LEAD00821,2025-12-05,Partner Channel,E0122,Disqualified,2025-12-08,Went With Competitor
LEAD00822,2024-04-07,Cold Outreach,E0032,Qualified,2024-04-26,
LEAD00823,2024-02-25,Referral,E0052,Disqualified,2024-03-15,No Budget
LEAD00824,2024-07-19,Partner Channel,E0052,Disqualified,2024-08-02,No Budget
LEAD00825,2024-12-30,Trade Show,E0032,Qualified,2025-01-07,
LEAD00826,2024-09-25,Cold Outreach,E0119,Disqualified,2024-10-09,Unresponsive
LEAD00827,2024-07-09,Web Inquiry,E0148,Disqualified,2024-07-14,No Budget
LEAD00828,2025-08-25,Cold Outreach,E0163,Disqualified,2025-09-07,No Budget
LEAD00829,2024-02-07,Trade Show,E0099,Disqualified,2024-02-12,Wrong Fit
LEAD00830,2025-10-28,Referral,E0163,Disqualified,2025-11-10,Unresponsive
LEAD00831,2024-07-06,Trade Show,E0009,Disqualified,2024-07-08,No Budget
LEAD00832,2025-07-17,Web Inquiry,E0173,Disqualified,2025-08-05,No Longer Interested
LEAD00833,2024-01-27,Partner Channel,E0099,Disqualified,2024-02-15,No Longer Interested
LEAD00834,2024-07-18,Web Inquiry,E0163,Disqualified,2024-07-29,Unresponsive
LEAD00835,2024-04-21,Partner Channel,E0096,Disqualified,2024-05-10,No Longer Interested
LEAD00836,2025-09-22,Cold Outreach,E0014,Disqualified,2025-09-26,No Budget
LEAD00837,2024-04-24,Referral,E0096,Disqualified,2024-05-05,Unresponsive
LEAD00838,2024-11-20,Partner Channel,E0028,Disqualified,2024-12-06,No Longer Interested
LEAD00839,2025-05-16,Referral,E0099,Disqualified,2025-05-31,Wrong Fit
LEAD00840,2024-02-18,Cold Outreach,E0119,Disqualified,2024-03-05,No Budget
LEAD00841,2024-11-17,Partner Channel,E0100,Qualified,2024-12-06,
LEAD00842,2024-12-29,Web Inquiry,E0161,Qualified,2025-01-14,
LEAD00843,2024-10-20,Partner Channel,E0122,Disqualified,2024-11-01,No Longer Interested
LEAD00844,2024-02-04,Referral,E0032,Qualified,2024-02-15,
LEAD00845,2025-04-08,Referral,E0122,Qualified,2025-04-10,
LEAD00846,2024-10-28,Referral,E0096,Qualified,2024-11-11,
LEAD00847,2025-10-27,Partner Channel,E0122,Disqualified,2025-11-09,No Budget
LEAD00848,2025-02-02,Web Inquiry,E0085,Qualified,2025-02-18,
LEAD00849,2024-09-19,Referral,E0014,Qualified,2024-09-30,
LEAD00850,2024-05-06,Referral,E0089,Qualified,2024-05-15,
LEAD00851,2025-06-06,Web Inquiry,E0173,Qualified,2025-06-17,
LEAD00852,2024-02-10,Cold Outreach,E0161,Disqualified,2024-02-21,Unresponsive
LEAD00853,2024-11-17,Web Inquiry,E0172,Disqualified,2024-12-03,Unresponsive
LEAD00854,2025-10-23,Web Inquiry,E0052,Disqualified,2025-10-30,Unresponsive
LEAD00855,2025-11-08,Partner Channel,E0032,Qualified,2025-11-26,
LEAD00856,2025-04-29,Referral,E0122,Qualified,2025-05-01,
LEAD00857,2024-08-18,Referral,E0057,Disqualified,2024-08-27,Went With Competitor
LEAD00858,2024-11-02,Cold Outreach,E0148,Disqualified,2024-11-06,No Longer Interested
LEAD00859,2025-02-13,Web Inquiry,E0100,Qualified,2025-03-02,
LEAD00860,2025-07-05,Web Inquiry,E0059,Qualified,2025-07-10,
LEAD00861,2024-10-30,Referral,E0085,Disqualified,2024-11-17,Unresponsive
LEAD00862,2024-09-05,Cold Outreach,E0014,Disqualified,2024-09-13,Went With Competitor
LEAD00863,2024-01-18,Web Inquiry,E0032,Disqualified,2024-02-04,Went With Competitor
LEAD00864,2025-07-11,Referral,E0172,Disqualified,2025-07-27,Wrong Fit
LEAD00865,2025-02-26,Cold Outreach,E0085,Disqualified,2025-03-08,Wrong Fit
LEAD00866,2025-03-06,Web Inquiry,E0085,Qualified,2025-03-17,
LEAD00867,2025-11-21,Partner Channel,E0126,Qualified,2025-11-28,
LEAD00868,2024-08-05,Trade Show,E0100,Disqualified,2024-08-24,Wrong Fit
LEAD00869,2025-10-22,Partner Channel,E0018,Qualified,2025-11-11,
LEAD00870,2025-07-03,Cold Outreach,E0032,Disqualified,2025-07-16,Unresponsive
LEAD00871,2025-11-12,Partner Channel,E0163,Disqualified,2025-11-14,Went With Competitor
LEAD00872,2024-10-21,Web Inquiry,E0173,Qualified,2024-11-06,
LEAD00873,2024-07-31,Partner Channel,E0028,Qualified,2024-08-06,
LEAD00874,2025-04-06,Cold Outreach,E0163,Disqualified,2025-04-23,No Budget
LEAD00875,2025-05-16,Referral,E0100,Qualified,2025-05-24,
LEAD00876,2025-03-05,Trade Show,E0032,Disqualified,2025-03-14,Wrong Fit
LEAD00877,2024-08-15,Web Inquiry,E0014,Qualified,2024-08-31,
LEAD00878,2025-01-18,Web Inquiry,E0173,Qualified,2025-01-28,
LEAD00879,2025-12-08,Partner Channel,E0119,Disqualified,2025-12-13,No Budget
LEAD00880,2025-07-24,Cold Outreach,E0173,Qualified,2025-07-26,
LEAD00881,2024-09-20,Referral,E0163,Disqualified,2024-09-29,No Budget
LEAD00882,2024-04-11,Trade Show,E0014,Qualified,2024-04-22,
LEAD00883,2024-12-11,Trade Show,E0018,Disqualified,2024-12-26,Wrong Fit
LEAD00884,2024-01-31,Partner Channel,E0119,Qualified,2024-02-13,
LEAD00885,2025-11-01,Trade Show,E0119,Disqualified,2025-11-06,Wrong Fit
LEAD00886,2024-02-06,Web Inquiry,E0173,Qualified,2024-02-19,
LEAD00887,2025-10-14,Web Inquiry,E0163,Disqualified,2025-10-28,Wrong Fit
LEAD00888,2024-12-05,Cold Outreach,E0096,Disqualified,2024-12-22,Wrong Fit
LEAD00889,2024-02-05,Referral,E0096,Qualified,2024-02-14,
LEAD00890,2024-04-22,Partner Channel,E0163,Disqualified,2024-05-11,Went With Competitor
LEAD00891,2024-07-18,Referral,E0032,Qualified,2024-07-25,
LEAD00892,2025-06-18,Referral,E0122,Disqualified,2025-06-22,Unresponsive
LEAD00893,2025-02-14,Trade Show,E0163,Disqualified,2025-02-16,Unresponsive
LEAD00894,2024-09-17,Cold Outreach,E0028,Qualified,2024-09-23,
LEAD00895,2025-05-07,Referral,E0173,Qualified,2025-05-14,
LEAD00896,2024-11-14,Trade Show,E0059,Disqualified,2024-12-03,Went With Competitor
LEAD00897,2025-05-05,Web Inquiry,E0089,Disqualified,2025-05-17,Went With Competitor
LEAD00898,2024-04-12,Cold Outreach,E0014,Disqualified,2024-04-30,No Longer Interested
LEAD00899,2025-08-21,Cold Outreach,E0161,Qualified,2025-09-05,
LEAD00900,2024-11-24,Cold Outreach,E0148,Disqualified,2024-12-13,Unresponsive
LEAD00901,2024-04-09,Web Inquiry,E0173,Qualified,2024-04-20,
LEAD00902,2025-09-19,Referral,E0089,Disqualified,2025-09-23,No Longer Interested
LEAD00903,2025-08-26,Web Inquiry,E0172,Disqualified,2025-09-10,Went With Competitor
LEAD00904,2025-03-21,Referral,E0028,Disqualified,2025-04-10,No Budget
LEAD00905,2024-09-17,Referral,E0173,Disqualified,2024-09-28,No Longer Interested
LEAD00906,2024-01-23,Web Inquiry,E0099,Qualified,2024-02-04,
LEAD00907,2025-06-13,Trade Show,E0163,Qualified,2025-06-17,
LEAD00908,2025-03-06,Referral,E0161,Qualified,2025-03-08,
LEAD00909,2025-08-15,Partner Channel,E0173,Disqualified,2025-08-20,Wrong Fit
LEAD00910,2025-07-26,Partner Channel,E0089,Qualified,2025-07-30,
LEAD00911,2024-12-24,Web Inquiry,E0057,Disqualified,2024-12-27,No Budget
LEAD00912,2025-03-11,Cold Outreach,E0059,Disqualified,2025-03-13,Unresponsive
LEAD00913,2024-09-26,Web Inquiry,E0173,Qualified,2024-10-06,
LEAD00914,2024-09-19,Referral,E0119,Disqualified,2024-10-02,Unresponsive
LEAD00915,2024-02-22,Trade Show,E0009,Disqualified,2024-03-10,Went With Competitor
LEAD00916,2025-06-07,Web Inquiry,E0148,Disqualified,2025-06-19,Unresponsive
LEAD00917,2025-09-26,Cold Outreach,E0085,Disqualified,2025-10-07,Wrong Fit
LEAD00918,2025-12-18,Trade Show,E0096,Open,,
LEAD00919,2025-06-15,Referral,E0028,Qualified,2025-06-24,
LEAD00920,2024-12-07,Web Inquiry,E0059,Disqualified,2024-12-17,Went With Competitor
LEAD00921,2024-09-19,Referral,E0018,Qualified,2024-09-26,
LEAD00922,2024-02-13,Referral,E0052,Disqualified,2024-02-15,Went With Competitor
LEAD00923,2024-05-13,Partner Channel,E0119,Qualified,2024-05-26,
LEAD00924,2025-08-17,Web Inquiry,E0032,Qualified,2025-08-19,
LEAD00925,2024-03-26,Referral,E0057,Qualified,2024-04-05,
LEAD00926,2025-04-19,Cold Outreach,E0119,Disqualified,2025-04-21,Wrong Fit
LEAD00927,2025-09-15,Cold Outreach,E0028,Disqualified,2025-09-21,No Longer Interested
LEAD00928,2025-04-23,Trade Show,E0148,Disqualified,2025-05-10,Wrong Fit
LEAD00929,2025-10-20,Trade Show,E0172,Disqualified,2025-11-05,No Longer Interested
LEAD00930,2024-08-08,Referral,E0089,Disqualified,2024-08-19,Wrong Fit
LEAD00931,2024-07-14,Web Inquiry,E0172,Disqualified,2024-07-22,Wrong Fit
LEAD00932,2025-01-15,Trade Show,E0059,Disqualified,2025-01-29,Went With Competitor
LEAD00933,2025-08-22,Cold Outreach,E0172,Qualified,2025-09-09,
LEAD00934,2025-04-03,Web Inquiry,E0126,Qualified,2025-04-18,
LEAD00935,2024-07-26,Cold Outreach,E0089,Qualified,2024-08-02,
LEAD00936,2025-10-20,Cold Outreach,E0014,Qualified,2025-11-03,
LEAD00937,2024-05-23,Trade Show,E0148,Qualified,2024-06-08,
LEAD00938,2024-08-10,Referral,E0126,Disqualified,2024-08-16,Went With Competitor
LEAD00939,2024-12-29,Referral,E0018,Disqualified,2025-01-01,Went With Competitor
LEAD00940,2024-04-18,Partner Channel,E0018,Disqualified,2024-05-05,Went With Competitor
LEAD00941,2025-08-15,Cold Outreach,E0096,Disqualified,2025-08-29,Unresponsive
LEAD00942,2024-03-07,Cold Outreach,E0052,Disqualified,2024-03-12,Wrong Fit
LEAD00943,2025-05-14,Web Inquiry,E0161,Disqualified,2025-05-22,No Longer Interested
LEAD00944,2024-02-03,Cold Outreach,E0163,Qualified,2024-02-08,
LEAD00945,2024-06-03,Trade Show,E0161,Qualified,2024-06-14,
LEAD00946,2024-05-25,Trade Show,E0018,Disqualified,2024-05-28,Went With Competitor
LEAD00947,2025-09-11,Referral,E0126,Qualified,2025-09-18,
LEAD00948,2024-11-01,Referral,E0059,Disqualified,2024-11-04,Wrong Fit
LEAD00949,2024-09-23,Partner Channel,E0119,Disqualified,2024-10-12,Wrong Fit
LEAD00950,2024-06-25,Partner Channel,E0163,Qualified,2024-07-15,
LEAD00951,2024-02-14,Trade Show,E0028,Qualified,2024-02-18,
LEAD00952,2025-08-20,Web Inquiry,E0059,Qualified,2025-08-24,
LEAD00953,2024-06-12,Referral,E0122,Disqualified,2024-06-24,No Longer Interested
LEAD00954,2024-05-18,Referral,E0052,Disqualified,2024-06-04,Went With Competitor
LEAD00955,2024-02-29,Partner Channel,E0172,Disqualified,2024-03-12,Went With Competitor
LEAD00956,2024-09-07,Web Inquiry,E0163,Qualified,2024-09-26,
LEAD00957,2024-03-30,Referral,E0057,Disqualified,2024-04-13,Went With Competitor
LEAD00958,2025-10-07,Referral,E0099,Disqualified,2025-10-20,Went With Competitor
LEAD00959,2024-02-05,Referral,E0100,Disqualified,2024-02-12,No Longer Interested
LEAD00960,2025-08-14,Web Inquiry,E0161,Qualified,2025-08-23,
LEAD00961,2024-10-23,Referral,E0028,Qualified,2024-10-31,
LEAD00962,2024-09-06,Referral,E0089,Disqualified,2024-09-26,Unresponsive
LEAD00963,2025-11-10,Trade Show,E0163,Disqualified,2025-11-18,Went With Competitor
LEAD00964,2025-06-05,Cold Outreach,E0059,Qualified,2025-06-12,
LEAD00965,2025-02-10,Partner Channel,E0018,Qualified,2025-02-27,
LEAD00966,2024-06-20,Trade Show,E0163,Disqualified,2024-07-05,No Longer Interested
LEAD00967,2024-08-09,Trade Show,E0085,Qualified,2024-08-24,
LEAD00968,2025-11-25,Web Inquiry,E0099,Qualified,2025-12-15,
LEAD00969,2025-03-08,Web Inquiry,E0028,Qualified,2025-03-22,
LEAD00970,2025-12-08,Trade Show,E0009,Qualified,2025-12-20,
LEAD00971,2024-09-10,Cold Outreach,E0148,Disqualified,2024-09-21,No Budget
LEAD00972,2024-11-20,Cold Outreach,E0052,Disqualified,2024-11-28,Unresponsive
LEAD00973,2025-12-30,Web Inquiry,E0089,Open,,
LEAD00974,2024-01-09,Cold Outreach,E0148,Disqualified,2024-01-26,Unresponsive
LEAD00975,2024-01-28,Cold Outreach,E0018,Qualified,2024-02-10,
LEAD00976,2025-10-21,Trade Show,E0057,Disqualified,2025-10-29,Unresponsive
LEAD00977,2024-09-05,Trade Show,E0126,Disqualified,2024-09-16,No Longer Interested
LEAD00978,2024-01-10,Partner Channel,E0096,Disqualified,2024-01-17,Went With Competitor
LEAD00979,2025-12-09,Web Inquiry,E0100,Disqualified,2025-12-15,No Budget
LEAD00980,2024-04-12,Trade Show,E0028,Qualified,2024-04-28,
LEAD00981,2024-03-19,Trade Show,E0052,Disqualified,2024-04-02,Wrong Fit
LEAD00982,2025-09-21,Trade Show,E0099,Disqualified,2025-10-04,No Longer Interested
LEAD00983,2025-11-26,Referral,E0096,Qualified,2025-12-07,
LEAD00984,2025-10-26,Referral,E0100,Qualified,2025-11-08,
LEAD00985,2025-06-08,Referral,E0100,Qualified,2025-06-21,
LEAD00986,2025-09-18,Web Inquiry,E0173,Disqualified,2025-09-22,Unresponsive
LEAD00987,2025-04-14,Cold Outreach,E0119,Disqualified,2025-05-03,Unresponsive
LEAD00988,2024-07-08,Cold Outreach,E0032,Qualified,2024-07-17,
LEAD00989,2025-12-15,Trade Show,E0009,Open,,
LEAD00990,2025-12-06,Referral,E0057,Disqualified,2025-12-17,Wrong Fit
LEAD00991,2024-07-16,Partner Channel,E0089,Qualified,2024-07-26,
LEAD00992,2025-06-01,Referral,E0173,Qualified,2025-06-06,
LEAD00993,2025-09-03,Web Inquiry,E0018,Disqualified,2025-09-12,Unresponsive
LEAD00994,2024-07-25,Referral,E0089,Disqualified,2024-08-12,Went With Competitor
LEAD00995,2024-07-16,Cold Outreach,E0100,Disqualified,2024-07-26,No Longer Interested
LEAD00996,2024-03-30,Trade Show,E0122,Qualified,2024-04-09,
LEAD00997,2025-05-20,Cold Outreach,E0059,Qualified,2025-05-23,
LEAD00998,2024-05-10,Web Inquiry,E0059,Disqualified,2024-05-24,No Budget
