activity_id,type,regarding_type,regarding_id,owner,activity_date,duration_minutes
ACT003052,Email,Opportunity,OPP00610,E0085,2024-05-07,
ACT003053,Call,Opportunity,OPP00610,E0085,2024-06-15,11.0
ACT003054,Email,Opportunity,OPP00611,E0099,2025-11-20,
ACT003055,Meeting,Opportunity,OPP00611,E0099,2025-11-18,22.0
ACT003056,Call,Opportunity,OPP00611,E0099,2025-10-06,29.0
ACT003057,Task,Opportunity,OPP00611,E0099,2025-11-26,
ACT003058,Meeting,Opportunity,OPP00611,E0099,2025-11-21,34.0
ACT003059,Email,Opportunity,OPP00612,E0148,2024-12-11,
ACT003060,Meeting,Opportunity,OPP00612,E0148,2025-03-04,38.0
ACT003061,Call,Opportunity,OPP00612,E0148,2024-12-16,22.0
ACT003062,Email,Opportunity,OPP00612,E0148,2025-01-14,
ACT003063,Task,Opportunity,OPP00612,E0148,2025-02-24,
ACT003064,Email,Opportunity,OPP00612,E0148,2025-02-20,
ACT003065,Email,Opportunity,OPP00613,E0096,2025-07-31,
ACT003066,Call,Opportunity,OPP00613,E0096,2025-08-17,21.0
ACT003067,Call,Opportunity,OPP00613,E0096,2025-07-21,16.0
ACT003068,Email,Opportunity,OPP00614,E0089,2025-01-26,
ACT003069,Email,Opportunity,OPP00614,E0089,2025-01-30,
ACT003070,Call,Opportunity,OPP00614,E0089,2025-01-20,34.0
ACT003071,Call,Opportunity,OPP00614,E0089,2025-01-22,18.0
ACT003072,Task,Opportunity,OPP00614,E0089,2025-01-31,
ACT003073,Meeting,Opportunity,OPP00614,E0089,2025-02-03,33.0
ACT003074,Task,Opportunity,OPP00614,E0089,2025-01-25,
ACT003075,Email,Opportunity,OPP00614,E0089,2025-01-21,
ACT003076,Call,Opportunity,OPP00615,E0032,2025-02-02,34.0
ACT003077,Meeting,Opportunity,OPP00615,E0032,2025-01-23,6.0
ACT003078,Email,Opportunity,OPP00615,E0032,2025-02-17,
ACT003079,Call,Opportunity,OPP00615,E0032,2025-02-11,36.0
ACT003080,Call,Opportunity,OPP00615,E0032,2025-02-26,17.0
ACT003081,Task,Opportunity,OPP00615,E0032,2025-02-08,
ACT003082,Email,Opportunity,OPP00615,E0032,2025-02-05,
ACT003083,Call,Opportunity,OPP00615,E0032,2025-01-01,29.0
ACT003084,Task,Opportunity,OPP00616,E0014,2025-12-16,
ACT003085,Email,Opportunity,OPP00616,E0014,2025-12-11,
ACT003086,Call,Opportunity,OPP00616,E0014,2025-12-08,13.0
ACT003087,Task,Opportunity,OPP00616,E0014,2025-12-05,
ACT003088,Email,Opportunity,OPP00617,E0119,2025-08-16,
ACT003089,Call,Opportunity,OPP00617,E0119,2025-08-29,32.0
ACT003090,Task,Opportunity,OPP00617,E0119,2025-08-21,
ACT003091,Email,Opportunity,OPP00618,E0032,2024-03-09,
ACT003092,Call,Opportunity,OPP00618,E0032,2024-04-22,9.0
ACT003093,Email,Opportunity,OPP00618,E0032,2024-04-04,
ACT003094,Call,Opportunity,OPP00618,E0032,2024-03-20,27.0
ACT003095,Call,Opportunity,OPP00618,E0032,2024-03-08,41.0
ACT003096,Email,Opportunity,OPP00619,E0057,2025-12-01,
ACT003097,Call,Opportunity,OPP00619,E0057,2025-09-17,39.0
ACT003098,Meeting,Opportunity,OPP00619,E0057,2025-11-24,12.0
ACT003099,Call,Opportunity,OPP00619,E0057,2025-10-20,31.0
ACT003100,Meeting,Opportunity,OPP00620,E0122,2024-02-15,6.0
ACT003101,Call,Opportunity,OPP00620,E0122,2024-02-03,22.0
ACT003102,Call,Opportunity,OPP00620,E0122,2024-05-10,27.0
ACT003103,Email,Opportunity,OPP00620,E0122,2024-02-12,
ACT003104,Task,Opportunity,OPP00621,E0052,2025-01-03,
ACT003105,Call,Opportunity,OPP00621,E0052,2024-12-24,42.0
ACT003106,Meeting,Opportunity,OPP00621,E0052,2024-11-25,27.0
ACT003107,Call,Opportunity,OPP00621,E0052,2024-11-13,6.0
ACT003108,Call,Opportunity,OPP00622,E0100,2024-03-27,37.0
ACT003109,Meeting,Opportunity,OPP00622,E0100,2024-04-10,24.0
ACT003110,Call,Opportunity,OPP00622,E0100,2024-04-05,37.0
ACT003111,Email,Opportunity,OPP00622,E0100,2024-03-28,
ACT003112,Email,Opportunity,OPP00623,E0018,2024-04-25,
ACT003113,Email,Opportunity,OPP00623,E0018,2024-05-03,
ACT003114,Email,Opportunity,OPP00623,E0018,2024-04-19,
ACT003115,Call,Opportunity,OPP00623,E0018,2024-04-29,31.0
ACT003116,Email,Opportunity,OPP00623,E0018,2024-04-27,
ACT003117,Email,Opportunity,OPP00623,E0018,2024-05-04,
ACT003118,Task,Opportunity,OPP00623,E0018,2024-04-20,
ACT003119,Email,Opportunity,OPP00623,E0018,2024-04-26,
ACT003120,Call,Opportunity,OPP00624,E0032,2025-06-08,31.0
ACT003121,Call,Opportunity,OPP00624,E0032,2025-06-23,44.0
ACT003122,Call,Opportunity,OPP00625,E0099,2025-09-20,33.0
ACT003123,Email,Opportunity,OPP00625,E0099,2025-06-26,
ACT003124,Meeting,Opportunity,OPP00626,E0163,2024-02-13,32.0
ACT003125,Email,Opportunity,OPP00626,E0163,2024-02-11,
ACT003126,Email,Opportunity,OPP00627,E0122,2025-04-26,
ACT003127,Email,Opportunity,OPP00627,E0122,2025-03-26,
ACT003128,Email,Opportunity,OPP00627,E0122,2025-04-02,
ACT003129,Email,Opportunity,OPP00627,E0122,2025-04-14,
ACT003130,Call,Opportunity,OPP00628,E0052,2025-01-18,42.0
ACT003131,Call,Opportunity,OPP00628,E0052,2025-01-29,33.0
ACT003132,Call,Opportunity,OPP00628,E0052,2025-02-04,19.0
ACT003133,Email,Opportunity,OPP00628,E0052,2025-01-03,
ACT003134,Email,Opportunity,OPP00628,E0052,2025-01-09,
ACT003135,Call,Opportunity,OPP00629,E0059,2024-11-16,24.0
ACT003136,Email,Opportunity,OPP00629,E0059,2024-12-08,
ACT003137,Call,Opportunity,OPP00629,E0059,2024-12-18,35.0
ACT003138,Email,Opportunity,OPP00629,E0059,2024-12-13,
ACT003139,Call,Opportunity,OPP00629,E0059,2024-11-28,30.0
ACT003140,Meeting,Opportunity,OPP00629,E0059,2024-12-12,18.0
ACT003141,Email,Opportunity,OPP00630,E0014,2024-06-02,
ACT003142,Meeting,Opportunity,OPP00630,E0014,2024-06-17,41.0
ACT003143,Meeting,Opportunity,OPP00630,E0014,2024-06-11,22.0
ACT003144,Call,Opportunity,OPP00630,E0014,2024-06-18,39.0
ACT003145,Email,Opportunity,OPP00630,E0014,2024-05-25,
ACT003146,Call,Opportunity,OPP00630,E0014,2024-06-02,12.0
ACT003147,Call,Opportunity,OPP00631,E0059,2024-02-05,32.0
ACT003148,Task,Opportunity,OPP00631,E0059,2024-02-05,
ACT003149,Task,Opportunity,OPP00632,E0122,2025-07-12,
ACT003150,Task,Opportunity,OPP00632,E0122,2025-06-24,
ACT003151,Email,Opportunity,OPP00632,E0122,2025-07-07,
ACT003152,Call,Opportunity,OPP00632,E0122,2025-07-04,32.0
ACT003153,Call,Opportunity,OPP00632,E0122,2025-07-11,24.0
ACT003154,Email,Opportunity,OPP00632,E0122,2025-06-26,
ACT003155,Email,Opportunity,OPP00633,E0148,2025-01-24,
ACT003156,Meeting,Opportunity,OPP00633,E0148,2025-04-21,25.0
ACT003157,Meeting,Opportunity,OPP00633,E0148,2025-03-18,29.0
ACT003158,Email,Opportunity,OPP00633,E0148,2025-03-07,
ACT003159,Meeting,Opportunity,OPP00634,E0014,2024-12-20,15.0
ACT003160,Email,Opportunity,OPP00634,E0014,2025-01-06,
ACT003161,Call,Opportunity,OPP00634,E0014,2024-12-19,36.0
ACT003162,Email,Opportunity,OPP00634,E0014,2024-12-19,
ACT003163,Email,Opportunity,OPP00634,E0014,2024-12-28,
ACT003164,Call,Opportunity,OPP00634,E0014,2024-12-24,21.0
ACT003165,Call,Opportunity,OPP00635,E0163,2024-12-09,20.0
ACT003166,Call,Opportunity,OPP00635,E0163,2024-11-03,43.0
ACT003167,Email,Opportunity,OPP00635,E0163,2024-12-23,
ACT003168,Meeting,Opportunity,OPP00635,E0163,2024-12-06,35.0
ACT003169,Call,Opportunity,OPP00636,E0028,2025-06-10,13.0
ACT003170,Meeting,Opportunity,OPP00636,E0028,2025-06-26,33.0
ACT003171,Call,Opportunity,OPP00636,E0028,2025-06-21,12.0
ACT003172,Task,Opportunity,OPP00636,E0028,2025-07-04,
ACT003173,Meeting,Opportunity,OPP00636,E0028,2025-07-02,6.0
ACT003174,Email,Opportunity,OPP00636,E0028,2025-07-07,
ACT003175,Email,Opportunity,OPP00636,E0028,2025-06-24,
ACT003176,Email,Opportunity,OPP00636,E0028,2025-05-27,
ACT003177,Email,Opportunity,OPP00637,E0172,2025-05-24,
ACT003178,Email,Opportunity,OPP00637,E0172,2025-05-21,
ACT003179,Email,Opportunity,OPP00637,E0172,2025-06-02,
ACT003180,Email,Opportunity,OPP00637,E0172,2025-05-09,
ACT003181,Meeting,Opportunity,OPP00637,E0172,2025-05-30,28.0
ACT003182,Meeting,Opportunity,OPP00637,E0172,2025-04-29,35.0
ACT003183,Meeting,Opportunity,OPP00638,E0172,2024-07-07,28.0
ACT003184,Call,Opportunity,OPP00638,E0172,2024-07-24,30.0
ACT003185,Call,Opportunity,OPP00638,E0172,2024-07-20,42.0
ACT003186,Call,Opportunity,OPP00638,E0172,2024-07-19,27.0
ACT003187,Call,Opportunity,OPP00638,E0172,2024-07-27,31.0
ACT003188,Meeting,Opportunity,OPP00639,E0096,2024-08-30,23.0
ACT003189,Call,Opportunity,OPP00639,E0096,2024-08-15,12.0
ACT003190,Call,Opportunity,OPP00640,E0057,2024-07-28,5.0
ACT003191,Task,Opportunity,OPP00640,E0057,2024-07-06,
ACT003192,Call,Opportunity,OPP00641,E0163,2024-04-21,11.0
ACT003193,Call,Opportunity,OPP00641,E0163,2024-04-24,24.0
ACT003194,Email,Opportunity,OPP00641,E0163,2024-05-28,
ACT003195,Call,Opportunity,OPP00642,E0119,2024-09-19,31.0
ACT003196,Meeting,Opportunity,OPP00642,E0119,2024-09-21,13.0
ACT003197,Email,Opportunity,OPP00642,E0119,2024-09-21,
ACT003198,Email,Opportunity,OPP00643,E0126,2025-11-07,
ACT003199,Email,Opportunity,OPP00643,E0126,2025-11-13,
ACT003200,Email,Opportunity,OPP00644,E0089,2025-03-12,
ACT003201,Call,Opportunity,OPP00644,E0089,2025-04-27,14.0
ACT003202,Call,Opportunity,OPP00645,E0161,2025-04-23,10.0
ACT003203,Email,Opportunity,OPP00645,E0161,2025-05-25,
ACT003204,Call,Opportunity,OPP00645,E0161,2025-05-19,15.0
ACT003205,Meeting,Opportunity,OPP00645,E0161,2025-05-25,6.0
ACT003206,Email,Opportunity,OPP00645,E0161,2025-05-07,
ACT003207,Email,Opportunity,OPP00645,E0161,2025-04-25,
ACT003208,Call,Opportunity,OPP00646,E0173,2024-04-11,17.0
ACT003209,Meeting,Opportunity,OPP00646,E0173,2024-04-14,32.0
ACT003210,Call,Opportunity,OPP00646,E0173,2024-04-11,36.0
ACT003211,Email,Opportunity,OPP00647,E0172,2024-06-17,
ACT003212,Task,Opportunity,OPP00647,E0172,2024-06-27,
ACT003213,Meeting,Opportunity,OPP00648,E0163,2024-04-03,22.0
ACT003214,Call,Opportunity,OPP00648,E0163,2024-03-31,43.0
ACT003215,Call,Opportunity,OPP00648,E0163,2024-04-13,15.0
ACT003216,Meeting,Opportunity,OPP00648,E0163,2024-03-08,8.0
ACT003217,Email,Opportunity,OPP00648,E0163,2024-04-01,
ACT003218,Call,Opportunity,OPP00649,E0100,2025-06-19,40.0
ACT003219,Call,Opportunity,OPP00649,E0100,2025-07-05,25.0
ACT003220,Call,Opportunity,OPP00649,E0100,2025-06-08,7.0
ACT003221,Call,Opportunity,OPP00650,E0100,2025-07-04,34.0
ACT003222,Call,Opportunity,OPP00650,E0100,2025-08-05,12.0
ACT003223,Call,Opportunity,OPP00650,E0100,2025-07-26,12.0
ACT003224,Call,Opportunity,OPP00651,E0172,2025-03-11,41.0
ACT003225,Email,Opportunity,OPP00651,E0172,2025-04-01,
ACT003226,Email,Opportunity,OPP00651,E0172,2025-03-10,
ACT003227,Email,Opportunity,OPP00651,E0172,2025-03-29,
ACT003228,Call,Opportunity,OPP00652,E0059,2025-04-24,12.0
ACT003229,Meeting,Opportunity,OPP00652,E0059,2025-04-05,27.0
ACT003230,Meeting,Opportunity,OPP00652,E0059,2025-03-28,12.0
ACT003231,Email,Opportunity,OPP00652,E0059,2025-04-09,
ACT003232,Call,Opportunity,OPP00652,E0059,2025-04-17,34.0
ACT003233,Email,Opportunity,OPP00652,E0059,2025-04-27,
ACT003234,Call,Opportunity,OPP00652,E0059,2025-04-23,40.0
ACT003235,Email,Opportunity,OPP00652,E0059,2025-04-09,
ACT003236,Call,Opportunity,OPP00653,E0172,2025-08-24,20.0
ACT003237,Email,Opportunity,OPP00653,E0172,2025-07-23,
ACT003238,Email,Opportunity,OPP00653,E0172,2025-06-04,
ACT003239,Email,Opportunity,OPP00653,E0172,2025-08-06,
ACT003240,Call,Opportunity,OPP00653,E0172,2025-07-18,12.0
ACT003241,Call,Opportunity,OPP00653,E0172,2025-07-29,25.0
ACT003242,Call,Opportunity,OPP00653,E0172,2025-06-29,7.0
ACT003243,Email,Opportunity,OPP00654,E0173,2025-11-29,
ACT003244,Task,Opportunity,OPP00654,E0173,2025-10-10,
ACT003245,Task,Opportunity,OPP00654,E0173,2025-12-01,
ACT003246,Email,Opportunity,OPP00654,E0173,2025-10-26,
ACT003247,Task,Opportunity,OPP00654,E0173,2025-11-16,
ACT003248,Email,Opportunity,OPP00654,E0173,2025-10-22,
ACT003249,Call,Opportunity,OPP00654,E0173,2025-11-17,24.0
ACT003250,Call,Opportunity,OPP00654,E0173,2025-10-18,20.0
ACT003251,Call,Opportunity,OPP00655,E0052,2025-05-22,33.0
ACT003252,Call,Opportunity,OPP00655,E0052,2025-04-19,28.0
ACT003253,Task,Opportunity,OPP00655,E0052,2025-04-22,
ACT003254,Email,Opportunity,OPP00655,E0052,2025-05-05,
ACT003255,Call,Opportunity,OPP00655,E0052,2025-04-21,41.0
ACT003256,Email,Opportunity,OPP00655,E0052,2025-04-15,
ACT003257,Call,Opportunity,OPP00655,E0052,2025-04-22,15.0
ACT003258,Call,Opportunity,OPP00655,E0052,2025-05-03,40.0
ACT003259,Task,Opportunity,OPP00656,E0085,2025-07-20,
ACT003260,Email,Opportunity,OPP00656,E0085,2025-07-23,
ACT003261,Meeting,Opportunity,OPP00656,E0085,2025-07-25,36.0
ACT003262,Call,Opportunity,OPP00656,E0085,2025-07-08,20.0
ACT003263,Task,Opportunity,OPP00656,E0085,2025-07-14,
ACT003264,Call,Opportunity,OPP00657,E0172,2025-04-05,6.0
ACT003265,Email,Opportunity,OPP00657,E0172,2025-04-02,
ACT003266,Email,Opportunity,OPP00657,E0172,2025-04-02,
ACT003267,Call,Opportunity,OPP00657,E0172,2025-04-02,10.0
ACT003268,Task,Opportunity,OPP00657,E0172,2025-04-02,
ACT003269,Meeting,Opportunity,OPP00657,E0172,2025-04-05,29.0
ACT003270,Task,Opportunity,OPP00657,E0172,2025-04-04,
ACT003271,Email,Opportunity,OPP00658,E0126,2024-10-19,
ACT003272,Call,Opportunity,OPP00658,E0126,2024-11-20,24.0
ACT003273,Call,Opportunity,OPP00658,E0126,2024-11-03,8.0
ACT003274,Call,Opportunity,OPP00659,E0100,2024-05-09,13.0
ACT003275,Meeting,Opportunity,OPP00659,E0100,2024-04-16,7.0
ACT003276,Email,Opportunity,OPP00659,E0100,2024-05-01,
ACT003277,Email,Opportunity,OPP00659,E0100,2024-05-02,
ACT003278,Email,Opportunity,OPP00660,E0059,2026-01-02,
ACT003279,Email,Opportunity,OPP00660,E0059,2026-01-05,
ACT003280,Email,Opportunity,OPP00660,E0059,2025-12-30,
ACT003281,Task,Opportunity,OPP00660,E0059,2025-12-21,
ACT003282,Email,Opportunity,OPP00660,E0059,2025-12-31,
ACT003283,Email,Opportunity,OPP00660,E0059,2026-01-05,
ACT003284,Email,Opportunity,OPP00661,E0032,2024-05-06,
ACT003285,Call,Opportunity,OPP00661,E0032,2024-05-05,24.0
ACT003286,Call,Opportunity,OPP00662,E0099,2025-04-16,33.0
ACT003287,Call,Opportunity,OPP00662,E0099,2025-02-19,36.0
ACT003288,Call,Opportunity,OPP00662,E0099,2025-04-23,34.0
ACT003289,Email,Opportunity,OPP00662,E0099,2025-03-15,
ACT003290,Email,Opportunity,OPP00662,E0099,2025-02-28,
ACT003291,Email,Opportunity,OPP00662,E0099,2025-02-18,
ACT003292,Task,Opportunity,OPP00663,E0032,2025-07-27,
ACT003293,Call,Opportunity,OPP00663,E0032,2025-07-27,12.0
ACT003294,Email,Opportunity,OPP00663,E0032,2025-08-10,
ACT003295,Call,Opportunity,OPP00663,E0032,2025-07-26,6.0
ACT003296,Call,Opportunity,OPP00663,E0032,2025-09-07,17.0
ACT003297,Email,Opportunity,OPP00663,E0032,2025-09-15,
ACT003298,Meeting,Opportunity,OPP00663,E0032,2025-08-28,38.0
ACT003299,Email,Opportunity,OPP00664,E0173,2024-06-01,
ACT003300,Email,Opportunity,OPP00664,E0173,2024-06-14,
ACT003301,Call,Opportunity,OPP00664,E0173,2024-05-06,16.0
ACT003302,Email,Opportunity,OPP00665,E0122,2024-06-30,
ACT003303,Meeting,Opportunity,OPP00665,E0122,2024-06-30,38.0
ACT003304,Email,Opportunity,OPP00665,E0122,2024-07-14,
ACT003305,Email,Opportunity,OPP00666,E0126,2025-09-27,
ACT003306,Meeting,Opportunity,OPP00666,E0126,2025-10-02,28.0
ACT003307,Meeting,Opportunity,OPP00666,E0126,2025-09-30,14.0
ACT003308,Call,Opportunity,OPP00666,E0126,2025-09-25,40.0
ACT003309,Meeting,Opportunity,OPP00666,E0126,2025-09-29,8.0
ACT003310,Meeting,Opportunity,OPP00667,E0161,2024-04-22,26.0
ACT003311,Task,Opportunity,OPP00667,E0161,2024-05-14,
ACT003312,Meeting,Opportunity,OPP00667,E0161,2024-05-13,23.0
ACT003313,Task,Opportunity,OPP00667,E0161,2024-04-22,
ACT003314,Call,Opportunity,OPP00667,E0161,2024-04-26,20.0
ACT003315,Call,Opportunity,OPP00668,E0126,2024-11-12,11.0
ACT003316,Call,Opportunity,OPP00668,E0126,2024-12-07,17.0
ACT003317,Email,Opportunity,OPP00668,E0126,2024-11-29,
ACT003318,Call,Opportunity,OPP00668,E0126,2024-11-19,41.0
ACT003319,Call,Opportunity,OPP00669,E0100,2024-07-07,12.0
ACT003320,Email,Opportunity,OPP00669,E0100,2024-07-04,
ACT003321,Email,Opportunity,OPP00669,E0100,2024-06-29,
ACT003322,Email,Opportunity,OPP00669,E0100,2024-06-14,
ACT003323,Email,Opportunity,OPP00669,E0100,2024-06-23,
ACT003324,Email,Opportunity,OPP00669,E0100,2024-06-17,
ACT003325,Email,Opportunity,OPP00670,E0085,2024-06-14,
ACT003326,Call,Opportunity,OPP00670,E0085,2024-07-09,40.0
ACT003327,Task,Opportunity,OPP00670,E0085,2024-07-11,
ACT003328,Call,Opportunity,OPP00670,E0085,2024-06-27,5.0
ACT003329,Call,Opportunity,OPP00670,E0085,2024-07-05,13.0
ACT003330,Email,Opportunity,OPP00670,E0085,2024-07-10,
ACT003331,Call,Opportunity,OPP00670,E0085,2024-06-13,37.0
ACT003332,Task,Opportunity,OPP00670,E0085,2024-07-01,
ACT003333,Task,Opportunity,OPP00671,E0028,2025-07-21,
ACT003334,Call,Opportunity,OPP00671,E0028,2025-07-05,37.0
ACT003335,Task,Opportunity,OPP00671,E0028,2025-07-25,
ACT003336,Call,Opportunity,OPP00671,E0028,2025-07-16,14.0
ACT003337,Email,Opportunity,OPP00671,E0028,2025-07-12,
ACT003338,Email,Opportunity,OPP00671,E0028,2025-07-14,
ACT003339,Call,Opportunity,OPP00672,E0173,2025-12-28,37.0
ACT003340,Meeting,Opportunity,OPP00672,E0173,2025-12-25,43.0
ACT003341,Call,Opportunity,OPP00673,E0148,2025-06-20,13.0
ACT003342,Email,Opportunity,OPP00673,E0148,2025-06-15,
ACT003343,Call,Opportunity,OPP00673,E0148,2025-06-12,37.0
ACT003344,Email,Opportunity,OPP00673,E0148,2025-06-06,
ACT003345,Email,Opportunity,OPP00673,E0148,2025-06-11,
ACT003346,Email,Opportunity,OPP00674,E0126,2024-03-13,
ACT003347,Call,Opportunity,OPP00674,E0126,2024-03-31,29.0
ACT003348,Email,Opportunity,OPP00674,E0126,2024-03-18,
ACT003349,Task,Opportunity,OPP00674,E0126,2024-03-26,
ACT003350,Call,Opportunity,OPP00674,E0126,2024-03-22,37.0
ACT003351,Call,Opportunity,OPP00674,E0126,2024-03-30,41.0
ACT003352,Call,Opportunity,OPP00674,E0126,2024-03-14,42.0
ACT003353,Call,Opportunity,OPP00675,E0059,2025-03-20,28.0
ACT003354,Task,Opportunity,OPP00675,E0059,2025-03-22,
ACT003355,Call,Opportunity,OPP00675,E0059,2025-02-07,14.0
ACT003356,Call,Opportunity,OPP00675,E0059,2025-03-17,5.0
ACT003357,Call,Opportunity,OPP00675,E0059,2025-02-10,38.0
ACT003358,Call,Opportunity,OPP00675,E0059,2025-02-28,12.0
ACT003359,Task,Opportunity,OPP00675,E0059,2025-02-16,
ACT003360,Email,Opportunity,OPP00676,E0057,2025-01-31,
ACT003361,Call,Opportunity,OPP00676,E0057,2025-02-04,36.0
ACT003362,Email,Opportunity,OPP00676,E0057,2025-01-29,
ACT003363,Email,Opportunity,OPP00676,E0057,2025-01-31,
ACT003364,Call,Opportunity,OPP00676,E0057,2025-02-05,28.0
ACT003365,Meeting,Opportunity,OPP00676,E0057,2025-01-23,39.0
ACT003366,Call,Opportunity,OPP00676,E0057,2025-02-01,43.0
ACT003367,Meeting,Opportunity,OPP00676,E0057,2025-01-30,41.0
ACT003368,Task,Opportunity,OPP00677,E0032,2025-08-12,
ACT003369,Email,Opportunity,OPP00677,E0032,2025-08-26,
ACT003370,Email,Opportunity,OPP00677,E0032,2025-08-25,
ACT003371,Email,Opportunity,OPP00677,E0032,2025-08-13,
ACT003372,Meeting,Opportunity,OPP00677,E0032,2025-08-20,40.0
ACT003373,Meeting,Opportunity,OPP00677,E0032,2025-07-31,6.0
ACT003374,Email,Opportunity,OPP00678,E0096,2025-02-03,
ACT003375,Call,Opportunity,OPP00678,E0096,2025-02-22,37.0
ACT003376,Email,Opportunity,OPP00678,E0096,2025-03-11,
ACT003377,Task,Opportunity,OPP00678,E0096,2025-03-07,
ACT003378,Call,Opportunity,OPP00678,E0096,2025-01-17,43.0
ACT003379,Email,Opportunity,OPP00678,E0096,2025-01-17,
ACT003380,Email,Opportunity,OPP00679,E0032,2025-12-13,
ACT003381,Meeting,Opportunity,OPP00679,E0032,2025-11-20,30.0
ACT003382,Meeting,Opportunity,OPP00679,E0032,2025-12-07,28.0
ACT003383,Email,Opportunity,OPP00679,E0032,2025-11-29,
ACT003384,Email,Opportunity,OPP00679,E0032,2025-12-12,
ACT003385,Task,Opportunity,OPP00679,E0032,2025-12-11,
ACT003386,Meeting,Opportunity,OPP00679,E0032,2025-11-30,39.0
ACT003387,Meeting,Opportunity,OPP00680,E0014,2024-09-04,12.0
ACT003388,Call,Opportunity,OPP00680,E0014,2024-08-31,44.0
ACT003389,Call,Opportunity,OPP00680,E0014,2024-08-21,44.0
ACT003390,Email,Opportunity,OPP00680,E0014,2024-08-11,
ACT003391,Call,Opportunity,OPP00680,E0014,2024-08-22,17.0
ACT003392,Email,Opportunity,OPP00680,E0014,2024-08-20,
ACT003393,Email,Opportunity,OPP00680,E0014,2024-08-18,
ACT003394,Email,Opportunity,OPP00681,E0052,2025-11-23,
ACT003395,Email,Opportunity,OPP00681,E0052,2025-12-05,
ACT003396,Call,Opportunity,OPP00681,E0052,2025-11-16,44.0
ACT003397,Task,Opportunity,OPP00681,E0052,2025-11-18,
ACT003398,Meeting,Opportunity,OPP00681,E0052,2025-11-22,16.0
ACT003399,Email,Opportunity,OPP00681,E0052,2025-11-16,
ACT003400,Email,Opportunity,OPP00682,E0099,2024-07-22,
ACT003401,Task,Opportunity,OPP00682,E0099,2024-07-06,
ACT003402,Meeting,Opportunity,OPP00682,E0099,2024-07-05,32.0
ACT003403,Call,Opportunity,OPP00682,E0099,2024-07-18,28.0
ACT003404,Call,Opportunity,OPP00682,E0099,2024-06-29,11.0
ACT003405,Call,Opportunity,OPP00683,E0172,2025-02-10,43.0
ACT003406,Email,Opportunity,OPP00683,E0172,2025-02-01,
ACT003407,Task,Opportunity,OPP00683,E0172,2025-01-29,
ACT003408,Task,Opportunity,OPP00683,E0172,2025-02-17,
ACT003409,Call,Opportunity,OPP00683,E0172,2025-01-30,25.0
ACT003410,Meeting,Opportunity,OPP00684,E0173,2024-08-25,9.0
ACT003411,Call,Opportunity,OPP00684,E0173,2024-08-30,21.0
ACT003412,Task,Opportunity,OPP00684,E0173,2024-09-24,
ACT003413,Email,Opportunity,OPP00684,E0173,2024-09-08,
ACT003414,Meeting,Opportunity,OPP00685,E0099,2025-12-24,41.0
ACT003415,Email,Opportunity,OPP00685,E0099,2025-12-29,
ACT003416,Meeting,Opportunity,OPP00685,E0099,2025-12-14,8.0
ACT003417,Call,Opportunity,OPP00685,E0099,2026-01-01,24.0
ACT003418,Email,Opportunity,OPP00685,E0099,2025-12-22,
ACT003419,Email,Opportunity,OPP00686,E0096,2025-10-12,
ACT003420,Email,Opportunity,OPP00686,E0096,2025-10-14,
ACT003421,Call,Opportunity,OPP00686,E0096,2025-10-14,22.0
ACT003422,Email,Opportunity,OPP00687,E0126,2024-07-10,
ACT003423,Email,Opportunity,OPP00687,E0126,2024-07-16,
ACT003424,Meeting,Opportunity,OPP00687,E0126,2024-06-03,14.0
ACT003425,Call,Opportunity,OPP00687,E0126,2024-07-03,14.0
ACT003426,Task,Opportunity,OPP00687,E0126,2024-05-02,
ACT003427,Email,Opportunity,OPP00687,E0126,2024-06-09,
ACT003428,Email,Opportunity,OPP00688,E0014,2024-02-12,
ACT003429,Call,Opportunity,OPP00688,E0014,2024-02-21,5.0
ACT003430,Call,Opportunity,OPP00688,E0014,2024-03-04,10.0
ACT003431,Email,Opportunity,OPP00688,E0014,2024-03-10,
ACT003432,Meeting,Opportunity,OPP00688,E0014,2024-02-22,17.0
ACT003433,Call,Opportunity,OPP00688,E0014,2024-02-25,22.0
ACT003434,Call,Opportunity,OPP00689,E0085,2025-12-24,31.0
ACT003435,Task,Opportunity,OPP00689,E0085,2026-01-08,
ACT003436,Call,Opportunity,OPP00689,E0085,2026-01-09,5.0
ACT003437,Email,Opportunity,OPP00690,E0028,2024-04-02,
ACT003438,Call,Opportunity,OPP00690,E0028,2024-05-10,5.0
ACT003439,Call,Opportunity,OPP00691,E0085,2025-12-09,34.0
ACT003440,Email,Opportunity,OPP00691,E0085,2025-11-24,
ACT003441,Call,Opportunity,OPP00691,E0085,2025-12-11,28.0
ACT003442,Call,Opportunity,OPP00691,E0085,2025-11-26,44.0
ACT003443,Email,Opportunity,OPP00691,E0085,2025-12-15,
ACT003444,Call,Opportunity,OPP00691,E0085,2025-12-13,15.0
ACT003445,Task,Opportunity,OPP00692,E0173,2024-09-11,
ACT003446,Meeting,Opportunity,OPP00692,E0173,2024-10-22,5.0
ACT003447,Email,Opportunity,OPP00692,E0173,2024-10-03,
ACT003448,Call,Opportunity,OPP00692,E0173,2024-10-24,17.0
ACT003449,Meeting,Opportunity,OPP00692,E0173,2024-10-28,43.0
ACT003450,Email,Opportunity,OPP00692,E0173,2024-09-26,
ACT003451,Email,Opportunity,OPP00692,E0173,2024-11-02,
